P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
255565531;WSTRZYMANE;4709573;RUD-70@;2026-03-06;Wahacz wzdluzny;13;1;1;20
255565531;WSTRZYMANE;4709573;RUD-70@;2026-03-06;Wahacz wzdluzny;13;12;1;20
286675249;PRZEKIEROWANE;4709573;RUD-70@;2026-03-06;Lampa tylna lewa;11;2;1;20
286675249;PRZEKIEROWANE;4709573;RUD-70@;2026-03-06;Lampa tylna lewa;11;9;1;20
71079472;PRZEKIEROWANE;4709573;RUD-70@;2026-03-06;Polos napedowa;1;1;1;20
602774446;PRZYDZIELONE;4709573;RUD-70@;2026-03-06;Wlacznik swiatel;24;24;1;20
134041070;ZAWIESZONE;7431024;SUW-90@;2026-03-06;Zacisk hamulcowy przod;6;5;146;10
134041070;ZAWIESZONE;7431024;SUW-90@;2026-03-06;Zacisk hamulcowy przod;6;1;146;10
903745581;ZAFAKTUROWANE;8069296;BIA-PRIM-86;2026-03-06;Drzwi przednie lewe;1;1;6;10
284422919;WYSLANE;2480261;OLS-PRIM-69;2026-03-06;Katalizator;17;17;142;10
85685980;WYSLANE;2480261;OLS-PRIM-69;2026-03-06;Plyn chlodniczy;28;28;142;10
697811251;WSTRZYMANE;2480261;OLS-PRIM-69;2026-03-06;Serwo hamulcowe;27;27;142;10
239680711;PRZEKIEROWANE;5840643;OLS-14@;2026-03-06;Katalizator;5;5;142;10
76092500;WYSLANE;7430337;BIA-PRIM-89;2026-03-06;Czujnik temperatury;21;21;6;10
50600821;PRZYDZIELONE;7430337;BIA-PRIM-89;2026-03-06;Pioro wycieraczki przod;10;10;6;10
947461608;PRZEKIEROWANE;7430337;BIA-PRIM-89;2026-03-06;Swieca zarowa;22;22;6;10
545108869;PRZYDZIELONE;6252538;BIA-PRIM-94;2026-03-06;Blotnik lewy;2;2;6;10
267002705;PRZYDZIELONE;6953053;KRA-58@;2026-03-06;Rolka napinacza;26;26;7;10
941002571;ZAWIESZONE;6953053;KRA-58@;2026-03-06;Halogen przeciwmgielny;23;23;7;10
299095574;ZAFAKTUROWANE;9686333;SUW-31@;2026-03-06;Rozrusznik;10;10;146;20
738918273;PRZEKIEROWANE;8835146;RUD-93@;2026-03-06;Wiazka elektryczna;12;12;1;10
710036086;ZAFAKTUROWANE;8835146;RUD-93@;2026-03-06;Wal napedowy;3;3;1;10
28502780;NIEZREALIZOWANE;8835146;RUD-93@;2026-03-06;Wiazka elektryczna;13;3;1;10
28502780;NIEZREALIZOWANE;8835146;RUD-93@;2026-03-06;Wiazka elektryczna;13;10;1;10
903745581;WSTRZYMANE;8835146;RUD-93@;2026-03-06;Drzwi przednie lewe;6;6;1;10
295320485;WSTRZYMANE;6472211;LUB-PRIM-75;2026-03-06;Amortyzator tyl;23;23;4;10
234770738;PRZEKIEROWANE;6472211;LUB-PRIM-75;2026-03-06;Wal napedowy;7;3;4;10
234770738;PRZEKIEROWANE;6472211;LUB-PRIM-75;2026-03-06;Wal napedowy;7;4;4;10
866277851;ZAFAKTUROWANE;6472211;LUB-PRIM-75;2026-03-06;Guma stabilizatora;6;5;4;10
866277851;ZAFAKTUROWANE;6472211;LUB-PRIM-75;2026-03-06;Guma stabilizatora;6;1;4;10
282821832;WYSLANE;6861799;SUW-50@;2026-03-06;Czujnik polozenia walu;23;21;146;10
282821832;WYSLANE;6861799;SUW-50@;2026-03-06;Czujnik polozenia walu;23;2;146;10
718319417;PRZEKIEROWANE;6861799;SUW-50@;2026-03-06;Przewody zaplonowe;29;1;146;10
718319417;PRZEKIEROWANE;6861799;SUW-50@;2026-03-06;Przewody zaplonowe;29;28;146;10
940449931;WSTRZYMANE;6861799;SUW-50@;2026-03-06;Szyba czolowa;11;11;146;10
718319417;ZAWIESZONE;8085191;LUB-28@;2026-03-06;Przewody zaplonowe;1;1;4;10
286675249;PRZYDZIELONE;8085191;LUB-28@;2026-03-06;Lampa tylna lewa;25;25;4;10
134041070;PRZEKIEROWANE;8085191;LUB-28@;2026-03-06;Zacisk hamulcowy przod;23;23;4;10
71079472;WSTRZYMANE;3566601;OLS-PRIM-94;2026-03-06;Polos napedowa;4;4;142;20
169830594;WYSLANE;6996461;OLS-PRIM-57;2026-03-06;Alternator;22;22;142;20
314807776;PRZEKIEROWANE;4827040;NT-5021;2026-03-06;Filtr paliwa;22;15;1;10
314807776;PRZEKIEROWANE;4827040;NT-5021;2026-03-06;Filtr paliwa;22;7;1;10
994851203;ZAFAKTUROWANE;4827040;NT-5021;2026-03-06;Kierownica;20;20;1;10
406929288;ZAFAKTUROWANE;4827040;NT-5021;2026-03-06;Silnik kompletny;1;1;1;10
924265163;WSTRZYMANE;1322581;WAR-86@;2026-03-06;Glowica silnika;5;5;10;10
