P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
348205935;WYSLANE;3217265;OLS-PRIM-33;2026-02-12;Olej silnikowy 5W30;22;21;142;20
348205935;WYSLANE;3217265;OLS-PRIM-33;2026-02-12;Olej silnikowy 5W30;22;1;142;20
925223847;WYSLANE;3217265;OLS-PRIM-33;2026-02-12;Kolektor ssacy;23;23;142;20
93359856;ZAWIESZONE;9954345;WAR-PRIM-17;2026-02-12;Zderzak przedni;28;25;10;10
93359856;ZAWIESZONE;9954345;WAR-PRIM-17;2026-02-12;Zderzak przedni;28;3;10;10
697818098;NIEZREALIZOWANE;9954345;WAR-PRIM-17;2026-02-12;Lampa tylna lewa;27;27;10;10
437087308;PRZEKIEROWANE;9954345;WAR-PRIM-17;2026-02-12;Rolka napinacza;29;29;10;10
409770584;ZAWIESZONE;9954345;WAR-PRIM-17;2026-02-12;Zderzak tylny;13;13;10;10
470416376;ZAFAKTUROWANE;9316051;KRA-PRIM-69;2026-02-12;Chlodnica klimatyzacji;16;16;7;10
315153362;WSTRZYMANE;9316051;KRA-PRIM-69;2026-02-12;Plyn hamulcowy;13;13;7;10
580461872;ZAFAKTUROWANE;2951556;KRA-PRIM-94;2026-02-12;Olej silnikowy 5W30;8;8;7;10
255565531;NIEZREALIZOWANE;8365291;OLS-PRIM-33;2026-02-12;Wahacz wzdluzny;29;16;142;10
255565531;NIEZREALIZOWANE;8365291;OLS-PRIM-33;2026-02-12;Wahacz wzdluzny;29;13;142;10
365351213;PRZYDZIELONE;8365291;OLS-PRIM-33;2026-02-12;Wahacz wzdluzny;10;10;142;10
76238245;WSTRZYMANE;8365291;OLS-PRIM-33;2026-02-12;Lampa tylna prawa;5;5;142;10
749631470;WSTRZYMANE;8365291;OLS-PRIM-33;2026-02-12;Beben hamulcowy;11;1;142;10
749631470;WSTRZYMANE;8365291;OLS-PRIM-33;2026-02-12;Beben hamulcowy;11;10;142;10
