P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
204245259;ZAFAKTUROWANE;4814257;OLS-885Y;2026-02-08;Wlacznik swiatel;20;20;142;10
315153362;WSTRZYMANE;2620651;NT-4840;2026-02-08;Plyn hamulcowy;11;11;10;20
493313705;ZAWIESZONE;2620651;NT-4840;2026-02-08;Wlacznik swiatel;11;4;10;20
493313705;ZAWIESZONE;2620651;NT-4840;2026-02-08;Wlacznik swiatel;11;7;10;20
866277851;PRZEKIEROWANE;3839097;INT-LUB;2026-02-08;Guma stabilizatora;5;5;4;10
257119965;WYSLANE;3839097;INT-LUB;2026-02-08;Miska olejowa;10;2;4;10
257119965;WYSLANE;3839097;INT-LUB;2026-02-08;Miska olejowa;10;8;4;10
284612384;NIEZREALIZOWANE;3839097;INT-LUB;2026-02-08;Silniczek krokowy;3;3;4;10
981997993;ZAFAKTUROWANE;9568507;LUB-39@;2026-02-08;Drzwi przednie prawe;23;23;4;20
229519408;PRZYDZIELONE;2813151;WAR-IC-74;2026-02-08;Pioro wycieraczki przod;19;19;10;10
407953839;NIEZREALIZOWANE;2813151;WAR-IC-74;2026-02-08;Przepustnica;24;24;10;10
306294028;ZAFAKTUROWANE;2813151;WAR-IC-74;2026-02-08;Beben hamulcowy;5;5;10;10
994688970;ZAWIESZONE;4672938;BIA-43@;2026-02-08;Klamka zewnetrzna;18;9;6;20
994688970;ZAWIESZONE;4672938;BIA-43@;2026-02-08;Klamka zewnetrzna;18;9;6;20
407953839;WYSLANE;4672938;BIA-43@;2026-02-08;Przepustnica;16;16;6;20
740749735;PRZYDZIELONE;4672938;BIA-43@;2026-02-08;Sprzeglo dwumasowe;10;10;6;20
453001960;ZAWIESZONE;4672938;BIA-43@;2026-02-08;Pasek wieloklinowy;10;10;6;20
173471957;ZAFAKTUROWANE;8501981;LUB-PRIM-96;2026-02-08;Przekaznik pompy;7;7;4;20
496358124;ZAFAKTUROWANE;2730297;OLS-52@;2026-02-08;Zacisk hamulcowy przod;19;19;142;20
401496939;PRZEKIEROWANE;2730297;OLS-52@;2026-02-08;Fotel kierowcy;23;23;142;20
337892805;PRZEKIEROWANE;2727980;BIA-79@;2026-02-08;Polos napedowa;29;29;6;20
224966459;NIEZREALIZOWANE;2727980;BIA-79@;2026-02-08;Lusterko zewnetrzne lewe;5;5;6;20
206478299;ZAWIESZONE;2727980;BIA-79@;2026-02-08;Lampa tylna prawa;11;11;6;20
60072915;WSTRZYMANE;2727980;BIA-79@;2026-02-08;Wal napedowy;9;9;6;20
972197337;PRZEKIEROWANE;5798292;RUD-PRIM-46;2026-02-08;Walek rozrzadu;23;19;1;10
972197337;PRZEKIEROWANE;5798292;RUD-PRIM-46;2026-02-08;Walek rozrzadu;23;4;1;10
299095574;WSTRZYMANE;5798292;RUD-PRIM-46;2026-02-08;Rozrusznik;13;13;1;10
454350903;ZAFAKTUROWANE;5798292;RUD-PRIM-46;2026-02-08;Polos napedowa;22;22;1;10
936777846;WYSLANE;5798292;RUD-PRIM-46;2026-02-08;Blotnik lewy;19;19;1;10
747969430;PRZEKIEROWANE;4142256;KRA-34MOT;2026-02-08;Szyba boczna;20;20;7;10
58175865;PRZEKIEROWANE;9168817;OLS-PRIM-78;2026-02-08;Lusterko zewnetrzne prawe;17;17;142;10
15856122;ZAWIESZONE;9168817;OLS-PRIM-78;2026-02-08;Pompa paliwa;4;1;142;10
15856122;ZAWIESZONE;9168817;OLS-PRIM-78;2026-02-08;Pompa paliwa;4;3;142;10
236466621;PRZEKIEROWANE;9168817;OLS-PRIM-78;2026-02-08;Silnik kompletny;9;9;142;10
590357116;PRZEKIEROWANE;9168817;OLS-PRIM-78;2026-02-08;Wentylator chlodnicy;7;7;142;10
492698426;WYSLANE;3514826;OLS-VCAR-43;2026-02-08;Filtr DPF;27;21;142;10
492698426;WYSLANE;3514826;OLS-VCAR-43;2026-02-08;Filtr DPF;27;6;142;10
864421347;WSTRZYMANE;3514826;OLS-VCAR-43;2026-02-08;Drazek kierowniczy;30;30;142;10
547109690;PRZYDZIELONE;3514826;OLS-VCAR-43;2026-02-08;Modul zaplonowy;12;12;142;10
818160683;WSTRZYMANE;3514826;OLS-VCAR-43;2026-02-08;Termostat;15;15;142;10
236466621;PRZEKIEROWANE;9734581;SUW-PRIM-74;2026-02-08;Silnik kompletny;1;1;146;10
50600821;WSTRZYMANE;9734581;SUW-PRIM-74;2026-02-08;Pioro wycieraczki przod;19;10;146;10
50600821;WSTRZYMANE;9734581;SUW-PRIM-74;2026-02-08;Pioro wycieraczki przod;19;9;146;10
980482440;WYSLANE;9734581;SUW-PRIM-74;2026-02-08;Swieca zaplonowa;26;26;146;10
54328806;WYSLANE;2578330;BIA-PRIM-46;2026-02-08;Drzwi tylne lewe;20;20;6;10
120127054;PRZYDZIELONE;2578330;BIA-PRIM-46;2026-02-08;Pompa hamulcowa;28;28;6;10
235819993;WYSLANE;7761854;WAR-PRIM-50;2026-02-08;Reflektor lewy LED;6;2;10;10
