P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
262873730;PRZEKIEROWANE;7192109;BIA-PRIM-69;2026-03-16;Chlodnica wody;3;3;6;10
453001960;PRZEKIEROWANE;7192109;BIA-PRIM-69;2026-03-16;Pasek wieloklinowy;21;21;6;10
521838280;NIEZREALIZOWANE;7192109;BIA-PRIM-69;2026-03-16;Filtr kabinowy;24;24;6;10
618712544;WYSLANE;7192109;BIA-PRIM-69;2026-03-16;Akumulator 12V;13;13;6;10
91979690;WYSLANE;2958687;RUD-39@;2026-03-16;Szyba boczna;21;21;1;20
50600821;WYSLANE;2958687;RUD-39@;2026-03-16;Pioro wycieraczki przod;28;28;1;20
432321310;ZAWIESZONE;2958687;RUD-39@;2026-03-16;Szyba boczna;23;23;1;20
502574736;NIEZREALIZOWANE;2958687;RUD-39@;2026-03-16;Silniczek krokowy;4;4;1;20
733963718;WYSLANE;8180439;LUB-PRIM-94;2026-03-16;Drzwi przednie prawe;7;7;4;10
424816516;PRZEKIEROWANE;8180439;LUB-PRIM-94;2026-03-16;Zbiorniczek wyrownawczy;12;12;4;10
825286600;WYSLANE;7942072;SUW-11@;2026-03-16;Drzwi przednie prawe;15;15;146;10
284612384;ZAFAKTUROWANE;4746823;LUB-ASO-20;2026-03-16;Silniczek krokowy;22;22;4;10
28502780;WYSLANE;4746823;LUB-ASO-20;2026-03-16;Wiazka elektryczna;2;2;4;10
810969828;WYSLANE;4746823;LUB-ASO-20;2026-03-16;Szyba boczna;16;16;4;10
348205935;PRZYDZIELONE;4746823;LUB-ASO-20;2026-03-16;Olej silnikowy 5W30;30;7;4;10
348205935;PRZYDZIELONE;4746823;LUB-ASO-20;2026-03-16;Olej silnikowy 5W30;30;23;4;10
26865092;WSTRZYMANE;9430334;LUB-36@;2026-03-16;Podnosnik szyby;1;1;4;10
74694276;NIEZREALIZOWANE;9430334;LUB-36@;2026-03-16;Tlok silnika;28;28;4;10
521838280;ZAFAKTUROWANE;4863324;OLS-74@;2026-03-16;Filtr kabinowy;11;11;142;10
