P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
120127054;PRZEKIEROWANE;7809300;LUB-PRIM-34;2026-01-05;Pompa hamulcowa;29;29;4;10
91979690;WYSLANE;7809300;LUB-PRIM-34;2026-01-05;Szyba boczna;9;5;4;10
91979690;WYSLANE;7809300;LUB-PRIM-34;2026-01-05;Szyba boczna;9;4;4;10
241276931;NIEZREALIZOWANE;7809300;LUB-PRIM-34;2026-01-05;Pompa oleju;22;2;4;10
241276931;NIEZREALIZOWANE;7809300;LUB-PRIM-34;2026-01-05;Pompa oleju;22;20;4;10
236706312;ZAWIESZONE;9151075;SUW-980X;2026-01-05;Czujnik ABS;4;4;146;10
282821832;ZAWIESZONE;9151075;SUW-980X;2026-01-05;Czujnik polozenia walu;11;11;146;10
924265163;ZAWIESZONE;9151075;SUW-980X;2026-01-05;Glowica silnika;13;13;146;10
432321310;ZAFAKTUROWANE;9151075;SUW-980X;2026-01-05;Szyba boczna;8;8;146;10
58175865;WYSLANE;9151075;SUW-980X;2026-01-05;Lusterko zewnetrzne prawe;4;4;146;10
166954844;ZAFAKTUROWANE;9151075;SUW-980X;2026-01-05;Polos napedowa;9;9;146;10
169830594;NIEZREALIZOWANE;9151075;SUW-980X;2026-01-05;Alternator;28;18;146;10
169830594;NIEZREALIZOWANE;9151075;SUW-980X;2026-01-05;Alternator;28;10;146;10
580461872;WSTRZYMANE;9151075;SUW-980X;2026-01-05;Olej silnikowy 5W30;12;12;146;10
675006843;NIEZREALIZOWANE;9151075;SUW-980X;2026-01-05;Maska silnika;11;11;146;10
348205935;WYSLANE;9151075;SUW-980X;2026-01-05;Olej silnikowy 5W30;22;22;146;10
369329644;ZAWIESZONE;9151075;SUW-980X;2026-01-05;Blotnik lewy;29;29;146;10
247093812;ZAFAKTUROWANE;9151075;SUW-980X;2026-01-05;Zderzak przedni;12;12;146;10
911290105;PRZYDZIELONE;9151075;SUW-980X;2026-01-05;Amortyzator przod;27;20;146;10
911290105;PRZYDZIELONE;9151075;SUW-980X;2026-01-05;Amortyzator przod;27;7;146;10
135044324;ZAWIESZONE;9151075;SUW-980X;2026-01-05;Tlumik srodkowy;2;2;146;10
46664552;PRZEKIEROWANE;9151075;SUW-980X;2026-01-05;Szyba boczna;26;26;146;10
454350903;WSTRZYMANE;9151075;SUW-980X;2026-01-05;Polos napedowa;26;26;146;10
105685387;ZAFAKTUROWANE;9151075;SUW-980X;2026-01-05;Miska olejowa;18;18;146;10
76238245;PRZYDZIELONE;9151075;SUW-980X;2026-01-05;Lampa tylna prawa;23;23;146;10
306294028;PRZEKIEROWANE;9151075;SUW-980X;2026-01-05;Beben hamulcowy;22;22;146;10
997423271;ZAWIESZONE;9151075;SUW-980X;2026-01-05;Przekaznik pompy;8;8;146;10
864421347;ZAFAKTUROWANE;9151075;SUW-980X;2026-01-05;Drazek kierowniczy;1;1;146;10
830085810;ZAWIESZONE;5287143;BIA-942Y;2026-01-05;Sworzen wahacza;29;29;6;10
866277851;ZAFAKTUROWANE;7816395;SUW-987Y;2026-01-05;Guma stabilizatora;12;12;146;20
911290105;NIEZREALIZOWANE;7816395;SUW-987Y;2026-01-05;Amortyzator przod;27;27;146;20
818160683;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Termostat;15;1;146;20
818160683;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Termostat;15;14;146;20
117744861;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Sonda lambda;21;15;146;20
117744861;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Sonda lambda;21;6;146;20
590917304;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Przepustnica;26;13;146;20
590917304;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Przepustnica;26;13;146;20
671420971;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Lacznik stabilizatora;7;7;146;20
109757451;PRZEKIEROWANE;7816395;SUW-987Y;2026-01-05;Pompa paliwa;19;8;146;20
109757451;PRZEKIEROWANE;7816395;SUW-987Y;2026-01-05;Pompa paliwa;19;11;146;20
830085810;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Sworzen wahacza;17;17;146;20
299095574;WSTRZYMANE;7816395;SUW-987Y;2026-01-05;Rozrusznik;27;27;146;20
204245259;PRZEKIEROWANE;7883963;INT-SUW;2026-01-05;Wlacznik swiatel;7;7;146;20
972197337;ZAFAKTUROWANE;7883963;INT-SUW;2026-01-05;Walek rozrzadu;6;6;146;20
365351213;WYSLANE;4766269;RUD-ASO-92;2026-01-05;Wahacz wzdluzny;28;20;1;10
365351213;WYSLANE;4766269;RUD-ASO-92;2026-01-05;Wahacz wzdluzny;28;8;1;10
120127054;NIEZREALIZOWANE;4766269;RUD-ASO-92;2026-01-05;Pompa hamulcowa;14;14;1;10
843036227;WYSLANE;2494200;BIA-PRIM-82;2026-01-05;Alternator;7;7;6;10
643121853;ZAWIESZONE;2494200;BIA-PRIM-82;2026-01-05;Koncowka drazka kierowniczego;27;27;6;10
364333393;ZAFAKTUROWANE;2494200;BIA-PRIM-82;2026-01-05;Pasy bezpieczenstwa;24;24;6;10
74326370;ZAWIESZONE;2494200;BIA-PRIM-82;2026-01-05;Fotel kierowcy;14;14;6;10
93359856;WYSLANE;4616607;SUW-34@;2026-01-05;Zderzak przedni;15;15;146;20
284422919;WSTRZYMANE;4616607;SUW-34@;2026-01-05;Katalizator;22;22;146;20
475818013;PRZEKIEROWANE;1173144;KRA-98@;2026-01-05;Filtr oleju;18;8;7;10
475818013;PRZEKIEROWANE;1173144;KRA-98@;2026-01-05;Filtr oleju;18;10;7;10
671420971;PRZYDZIELONE;1173144;KRA-98@;2026-01-05;Lacznik stabilizatora;16;16;7;10
911290105;ZAWIESZONE;1173144;KRA-98@;2026-01-05;Amortyzator przod;22;22;7;10
923036480;ZAWIESZONE;1173144;KRA-98@;2026-01-05;Przekladnia kierownicza;24;9;7;10
923036480;ZAWIESZONE;1173144;KRA-98@;2026-01-05;Przekladnia kierownicza;24;15;7;10
76238245;ZAFAKTUROWANE;9464810;WAR-95@;2026-01-05;Lampa tylna prawa;17;17;10;20
284037113;ZAWIESZONE;8853160;LUB-827Y;2026-01-05;Filtr oleju;16;16;4;10
936777846;ZAWIESZONE;5714408;OLS-46@;2026-01-05;Blotnik lewy;16;16;142;10
428863029;ZAWIESZONE;5714408;OLS-46@;2026-01-05;Pompa hamulcowa;18;18;142;10
213589170;ZAWIESZONE;5714408;OLS-46@;2026-01-05;Sonda lambda;21;21;142;10
991358895;ZAFAKTUROWANE;4169550;LUB-287Y;2026-01-05;Turbosprezarka;29;12;4;20
991358895;ZAFAKTUROWANE;4169550;LUB-287Y;2026-01-05;Turbosprezarka;29;17;4;20
682570971;WSTRZYMANE;9140297;KRA-25@;2026-01-05;Filtr paliwa;19;19;7;20
249967310;PRZEKIEROWANE;9140297;KRA-25@;2026-01-05;Pioro wycieraczki przod;19;19;7;20
229519408;WYSLANE;9140297;KRA-25@;2026-01-05;Pioro wycieraczki przod;19;19;7;20
315153362;PRZYDZIELONE;2289085;LUB-22@;2026-01-05;Plyn hamulcowy;27;3;4;20
315153362;PRZYDZIELONE;2289085;LUB-22@;2026-01-05;Plyn hamulcowy;27;24;4;20
50600821;PRZYDZIELONE;8721431;SUW-68@;2026-01-05;Pioro wycieraczki przod;15;15;146;10
470416376;PRZYDZIELONE;3169632;LUB-46@;2026-01-05;Chlodnica klimatyzacji;13;7;4;10
470416376;PRZYDZIELONE;3169632;LUB-46@;2026-01-05;Chlodnica klimatyzacji;13;6;4;10
