P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
542631108;WYSLANE;2545326;SUW-80@;2026-02-05;Blotnik lewy;21;20;146;10
542631108;WYSLANE;2545326;SUW-80@;2026-02-05;Blotnik lewy;21;1;146;10
74694276;PRZYDZIELONE;2545326;SUW-80@;2026-02-05;Tlok silnika;3;3;146;10
262873730;NIEZREALIZOWANE;2545326;SUW-80@;2026-02-05;Chlodnica wody;3;3;146;10
677651645;PRZYDZIELONE;2545326;SUW-80@;2026-02-05;Miska olejowa;1;1;146;10
432321310;PRZYDZIELONE;8459747;SUW-40@;2026-02-05;Szyba boczna;5;4;146;10
432321310;PRZYDZIELONE;8459747;SUW-40@;2026-02-05;Szyba boczna;5;1;146;10
241276931;ZAFAKTUROWANE;4411638;RUD-485Y;2026-02-05;Pompa oleju;18;18;1;10
903745581;WSTRZYMANE;8852125;SUW-79@;2026-02-05;Drzwi przednie lewe;5;5;146;20
437087308;WYSLANE;8852125;SUW-79@;2026-02-05;Rolka napinacza;10;10;146;20
740749735;PRZYDZIELONE;8852125;SUW-79@;2026-02-05;Sprzeglo dwumasowe;16;16;146;20
401496939;WSTRZYMANE;8852125;SUW-79@;2026-02-05;Fotel kierowcy;18;3;146;20
401496939;WSTRZYMANE;8852125;SUW-79@;2026-02-05;Fotel kierowcy;18;15;146;20
972197337;NIEZREALIZOWANE;6177386;RUD-129Y;2026-02-05;Walek rozrzadu;14;6;1;10
972197337;NIEZREALIZOWANE;6177386;RUD-129Y;2026-02-05;Walek rozrzadu;14;8;1;10
437087308;PRZEKIEROWANE;6177386;RUD-129Y;2026-02-05;Rolka napinacza;29;29;1;10
298481886;ZAWIESZONE;6177386;RUD-129Y;2026-02-05;Alternator;5;5;1;10
573538321;PRZEKIEROWANE;6177386;RUD-129Y;2026-02-05;Szyba boczna;17;17;1;10
28502780;NIEZREALIZOWANE;6177386;RUD-129Y;2026-02-05;Wiazka elektryczna;10;10;1;10
365270635;ZAWIESZONE;6177386;RUD-129Y;2026-02-05;Kolektor wydechowy;1;1;1;10
