P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
173471957;PRZEKIEROWANE;5015303;LUB-64@;2026-03-20;Przekaznik pompy;10;10;4;10
947461608;ZAWIESZONE;5015303;LUB-64@;2026-03-20;Swieca zarowa;30;30;4;10
730458745;PRZYDZIELONE;7436161;BIA-PRIM-46;2026-03-20;Szyba czolowa;5;4;6;10
730458745;PRZYDZIELONE;7436161;BIA-PRIM-46;2026-03-20;Szyba czolowa;5;1;6;10
28502780;ZAWIESZONE;7095548;OLS-PARTEX-95;2026-03-20;Wiazka elektryczna;25;25;142;10
924265163;ZAFAKTUROWANE;2074279;LUB-298Y;2026-03-20;Glowica silnika;16;13;4;10
924265163;ZAFAKTUROWANE;2074279;LUB-298Y;2026-03-20;Glowica silnika;16;3;4;10
32004523;PRZYDZIELONE;2179514;RUD-64@;2026-03-20;Pompa paliwa;15;15;1;10
830085810;WYSLANE;2179514;RUD-64@;2026-03-20;Sworzen wahacza;13;7;1;10
830085810;WYSLANE;2179514;RUD-64@;2026-03-20;Sworzen wahacza;13;6;1;10
733963718;PRZYDZIELONE;2179514;RUD-64@;2026-03-20;Drzwi przednie prawe;6;6;1;10
204245259;WYSLANE;2179514;RUD-64@;2026-03-20;Wlacznik swiatel;18;18;1;10
950756571;WYSLANE;1403985;OLS-45@;2026-03-20;Pioro wycieraczki przod;30;30;142;20
590357116;WSTRZYMANE;7366058;WAR-PRIM-21;2026-03-20;Wentylator chlodnicy;30;30;10;20
571998889;NIEZREALIZOWANE;7366058;WAR-PRIM-21;2026-03-20;Kanapa tylna;22;22;10;20
866277851;ZAWIESZONE;7366058;WAR-PRIM-21;2026-03-20;Guma stabilizatora;13;13;10;20
986234887;WYSLANE;7366058;WAR-PRIM-21;2026-03-20;Silnik kompletny;14;13;10;20
986234887;WYSLANE;7366058;WAR-PRIM-21;2026-03-20;Silnik kompletny;14;1;10;20
825286600;WSTRZYMANE;2181625;BIA-PRIM-50;2026-03-20;Drzwi przednie prawe;2;2;6;20
62969284;PRZYDZIELONE;2181625;BIA-PRIM-50;2026-03-20;Wentylator chlodnicy;5;5;6;20
241276931;ZAWIESZONE;2181625;BIA-PRIM-50;2026-03-20;Pompa oleju;4;4;6;20
940449931;NIEZREALIZOWANE;1916046;SUW-942X;2026-03-20;Szyba czolowa;23;23;146;10
409770584;PRZEKIEROWANE;1916046;SUW-942X;2026-03-20;Zderzak tylny;18;18;146;10
235503870;PRZEKIEROWANE;1916046;SUW-942X;2026-03-20;Katalizator;21;21;146;10
453045110;WSTRZYMANE;1916046;SUW-942X;2026-03-20;Walek rozrzadu;14;14;146;10
76677861;ZAWIESZONE;1916046;SUW-942X;2026-03-20;Blotnik lewy;4;4;146;10
602774446;PRZEKIEROWANE;1916046;SUW-942X;2026-03-20;Wlacznik swiatel;18;18;146;10
406929288;ZAWIESZONE;1916046;SUW-942X;2026-03-20;Silnik kompletny;15;1;146;10
406929288;ZAWIESZONE;1916046;SUW-942X;2026-03-20;Silnik kompletny;15;14;146;10
97623238;ZAWIESZONE;1916046;SUW-942X;2026-03-20;Klamka zewnetrzna;25;25;146;10
286675249;WSTRZYMANE;1916046;SUW-942X;2026-03-20;Lampa tylna lewa;28;28;146;10
3494630;ZAWIESZONE;1916046;SUW-942X;2026-03-20;Szyba czolowa;10;10;146;10
924265163;ZAWIESZONE;1916046;SUW-942X;2026-03-20;Glowica silnika;19;19;146;10
306294028;WSTRZYMANE;1916046;SUW-942X;2026-03-20;Beben hamulcowy;21;21;146;10
865251839;NIEZREALIZOWANE;1916046;SUW-942X;2026-03-20;Chlodnica wody;27;3;146;10
865251839;NIEZREALIZOWANE;1916046;SUW-942X;2026-03-20;Chlodnica wody;27;24;146;10
818160683;WSTRZYMANE;1916046;SUW-942X;2026-03-20;Termostat;9;9;146;10
282821832;PRZEKIEROWANE;1916046;SUW-942X;2026-03-20;Czujnik polozenia walu;1;1;146;10
843036227;ZAFAKTUROWANE;1916046;SUW-942X;2026-03-20;Alternator;7;1;146;10
843036227;ZAFAKTUROWANE;1916046;SUW-942X;2026-03-20;Alternator;7;6;146;10
117744861;PRZEKIEROWANE;1916046;SUW-942X;2026-03-20;Sonda lambda;7;7;146;10
521463189;WYSLANE;1916046;SUW-942X;2026-03-20;Akumulator AGM;23;23;146;10
388312652;ZAFAKTUROWANE;1916046;SUW-942X;2026-03-20;Swieca zarowa;23;23;146;10
590917304;WSTRZYMANE;1916046;SUW-942X;2026-03-20;Przepustnica;24;9;146;10
590917304;WSTRZYMANE;1916046;SUW-942X;2026-03-20;Przepustnica;24;15;146;10
819805579;WSTRZYMANE;1916046;SUW-942X;2026-03-20;Pompa wspomagania;2;2;146;10
68222356;WYSLANE;1916046;SUW-942X;2026-03-20;Zacisk hamulcowy tyl;30;29;146;10
68222356;WYSLANE;1916046;SUW-942X;2026-03-20;Zacisk hamulcowy tyl;30;1;146;10
299095574;ZAFAKTUROWANE;1916046;SUW-942X;2026-03-20;Rozrusznik;6;6;146;10
105685387;NIEZREALIZOWANE;1916046;SUW-942X;2026-03-20;Miska olejowa;2;2;146;10
836053811;PRZYDZIELONE;1916046;SUW-942X;2026-03-20;Silniczek krokowy;15;15;146;10
204245259;ZAFAKTUROWANE;1916046;SUW-942X;2026-03-20;Wlacznik swiatel;1;1;146;10
267002705;PRZEKIEROWANE;1916046;SUW-942X;2026-03-20;Rolka napinacza;20;20;146;10
