P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
903745581;WSTRZYMANE;9829998;BIA-PRIM-72;2026-03-19;Drzwi przednie lewe;11;11;6;10
830085810;PRZEKIEROWANE;4041655;OLS-98@;2026-03-19;Sworzen wahacza;27;27;142;10
940449931;PRZYDZIELONE;4041655;OLS-98@;2026-03-19;Szyba czolowa;17;17;142;10
264824270;ZAFAKTUROWANE;6923919;OLS-PRIM-44;2026-03-19;Zamek drzwi;18;14;142;10
264824270;ZAFAKTUROWANE;6923919;OLS-PRIM-44;2026-03-19;Zamek drzwi;18;4;142;10
58175865;NIEZREALIZOWANE;6923919;OLS-PRIM-44;2026-03-19;Lusterko zewnetrzne prawe;27;27;142;10
825286600;WYSLANE;6923919;OLS-PRIM-44;2026-03-19;Drzwi przednie prawe;30;30;142;10
994688970;ZAWIESZONE;6951359;OLS-44@;2026-03-19;Klamka zewnetrzna;22;22;142;20
260926298;PRZEKIEROWANE;7594992;SUW-36@;2026-03-19;Kierownica;25;20;146;20
260926298;PRZEKIEROWANE;7594992;SUW-36@;2026-03-19;Kierownica;25;5;146;20
964039981;WYSLANE;7594992;SUW-36@;2026-03-19;Cewka zaplonowa;21;21;146;20
85685980;WSTRZYMANE;7594992;SUW-36@;2026-03-19;Plyn chlodniczy;13;13;146;20
547109690;ZAFAKTUROWANE;7594992;SUW-36@;2026-03-19;Modul zaplonowy;21;16;146;20
547109690;ZAFAKTUROWANE;7594992;SUW-36@;2026-03-19;Modul zaplonowy;21;5;146;20
255565531;ZAWIESZONE;2468671;BIA-PRIM-83;2026-03-19;Wahacz wzdluzny;8;8;6;10
298481886;ZAFAKTUROWANE;2468671;BIA-PRIM-83;2026-03-19;Alternator;19;19;6;10
941002571;ZAFAKTUROWANE;2468671;BIA-PRIM-83;2026-03-19;Halogen przeciwmgielny;2;2;6;10
204245259;ZAFAKTUROWANE;3992160;OLS-PRIM-86;2026-03-19;Wlacznik swiatel;6;3;142;20
204245259;ZAFAKTUROWANE;3992160;OLS-PRIM-86;2026-03-19;Wlacznik swiatel;6;3;142;20
239680711;ZAFAKTUROWANE;3992160;OLS-PRIM-86;2026-03-19;Katalizator;1;1;142;20
129937269;PRZEKIEROWANE;3992160;OLS-PRIM-86;2026-03-19;Amortyzator tyl;19;19;142;20
866277851;PRZYDZIELONE;3992160;OLS-PRIM-86;2026-03-19;Guma stabilizatora;30;30;142;20
289864268;WSTRZYMANE;3391408;BIA-83@;2026-03-19;Drzwi przednie lewe;23;23;6;20
257119965;WYSLANE;3391408;BIA-83@;2026-03-19;Miska olejowa;14;14;6;20
492698426;ZAWIESZONE;3391408;BIA-83@;2026-03-19;Filtr DPF;6;6;6;20
882413818;NIEZREALIZOWANE;5455881;WAR-74@;2026-03-19;Walek rozrzadu;24;24;10;20
348205935;ZAWIESZONE;5455881;WAR-74@;2026-03-19;Olej silnikowy 5W30;9;2;10;20
348205935;ZAWIESZONE;5455881;WAR-74@;2026-03-19;Olej silnikowy 5W30;9;7;10;20
230045022;PRZEKIEROWANE;5455881;WAR-74@;2026-03-19;Przekaznik pompy;14;1;10;20
230045022;PRZEKIEROWANE;5455881;WAR-74@;2026-03-19;Przekaznik pompy;14;13;10;20
453001960;ZAFAKTUROWANE;5455881;WAR-74@;2026-03-19;Pasek wieloklinowy;14;14;10;20
555752829;PRZEKIEROWANE;2958444;LUB-966Y;2026-03-19;Czujnik ABS;15;5;4;10
555752829;PRZEKIEROWANE;2958444;LUB-966Y;2026-03-19;Czujnik ABS;15;10;4;10
123008994;NIEZREALIZOWANE;7493294;SUW-321Y;2026-03-19;Reflektor lewy LED;9;9;146;10
236466621;ZAWIESZONE;4679162;RUD-827X;2026-03-19;Silnik kompletny;16;16;1;10
314807776;ZAWIESZONE;4679162;RUD-827X;2026-03-19;Filtr paliwa;19;19;1;10
58175865;ZAFAKTUROWANE;4679162;RUD-827X;2026-03-19;Lusterko zewnetrzne prawe;9;9;1;10
74326370;WSTRZYMANE;4679162;RUD-827X;2026-03-19;Fotel kierowcy;13;13;1;10
91979690;ZAWIESZONE;4679162;RUD-827X;2026-03-19;Szyba boczna;8;8;1;10
545129047;NIEZREALIZOWANE;4679162;RUD-827X;2026-03-19;Czujnik parkowania;1;1;1;10
632729211;WSTRZYMANE;4679162;RUD-827X;2026-03-19;Wahacz wzdluzny;25;25;1;10
295320485;PRZYDZIELONE;4679162;RUD-827X;2026-03-19;Amortyzator tyl;10;10;1;10
697818098;WSTRZYMANE;4679162;RUD-827X;2026-03-19;Lampa tylna lewa;11;11;1;10
84621066;WSTRZYMANE;4679162;RUD-827X;2026-03-19;Bezpiecznik glowny;17;17;1;10
545108869;PRZEKIEROWANE;4679162;RUD-827X;2026-03-19;Blotnik lewy;15;15;1;10
93359856;PRZYDZIELONE;4679162;RUD-827X;2026-03-19;Zderzak przedni;9;3;1;10
93359856;PRZYDZIELONE;4679162;RUD-827X;2026-03-19;Zderzak przedni;9;6;1;10
825286600;WYSLANE;2257017;RUD-PRIM-51;2026-03-19;Drzwi przednie prawe;17;14;1;10
825286600;WYSLANE;2257017;RUD-PRIM-51;2026-03-19;Drzwi przednie prawe;17;3;1;10
493313705;ZAWIESZONE;2257017;RUD-PRIM-51;2026-03-19;Wlacznik swiatel;12;9;1;10
493313705;ZAWIESZONE;2257017;RUD-PRIM-51;2026-03-19;Wlacznik swiatel;12;3;1;10
869129330;PRZEKIEROWANE;2257017;RUD-PRIM-51;2026-03-19;Pioro wycieraczki tyl;2;2;1;10
236706312;PRZEKIEROWANE;2257017;RUD-PRIM-51;2026-03-19;Czujnik ABS;19;19;1;10
825286600;WYSLANE;2751248;RUD-25@;2026-03-19;Drzwi przednie prawe;1;1;1;20
134041070;ZAFAKTUROWANE;2751248;RUD-25@;2026-03-19;Zacisk hamulcowy przod;18;18;1;20
818160683;PRZYDZIELONE;2751248;RUD-25@;2026-03-19;Termostat;17;17;1;20
631701672;WSTRZYMANE;3544066;KRA-42@;2026-03-19;Bezpiecznik glowny;26;10;7;20
631701672;WSTRZYMANE;3544066;KRA-42@;2026-03-19;Bezpiecznik glowny;26;16;7;20
397488786;PRZEKIEROWANE;5336204;RUD-67@;2026-03-19;Lozysko kola;22;22;1;20
129937269;ZAWIESZONE;5336204;RUD-67@;2026-03-19;Amortyzator tyl;14;10;1;20
129937269;ZAWIESZONE;5336204;RUD-67@;2026-03-19;Amortyzator tyl;14;4;1;20
502574736;PRZYDZIELONE;5336204;RUD-67@;2026-03-19;Silniczek krokowy;15;15;1;20
298481886;WSTRZYMANE;5336204;RUD-67@;2026-03-19;Alternator;30;4;1;20
298481886;WSTRZYMANE;5336204;RUD-67@;2026-03-19;Alternator;30;26;1;20
50600821;PRZEKIEROWANE;3713521;LUB-PRIM-45;2026-03-19;Pioro wycieraczki przod;28;28;4;10
507860824;ZAWIESZONE;3713521;LUB-PRIM-45;2026-03-19;Filtr oleju;14;14;4;10
62969284;ZAWIESZONE;2476389;NT-1280;2026-03-19;Wentylator chlodnicy;26;26;7;20
406929288;ZAWIESZONE;2476389;NT-1280;2026-03-19;Silnik kompletny;27;27;7;20
547109690;WYSLANE;3752763;SUW-PRIM-50;2026-03-19;Modul zaplonowy;30;7;146;10
547109690;WYSLANE;3752763;SUW-PRIM-50;2026-03-19;Modul zaplonowy;30;23;146;10
85685980;WYSLANE;3752763;SUW-PRIM-50;2026-03-19;Plyn chlodniczy;25;25;146;10
385461171;ZAFAKTUROWANE;9344316;LUB-27@;2026-03-19;Olej przekladniowy;24;24;4;10
262873730;PRZYDZIELONE;7896912;LUB-PRIM-78;2026-03-19;Chlodnica wody;13;5;4;10
262873730;PRZYDZIELONE;7896912;LUB-PRIM-78;2026-03-19;Chlodnica wody;13;8;4;10
234770738;NIEZREALIZOWANE;7896912;LUB-PRIM-78;2026-03-19;Wal napedowy;23;14;4;10
234770738;NIEZREALIZOWANE;7896912;LUB-PRIM-78;2026-03-19;Wal napedowy;23;9;4;10
708412051;WSTRZYMANE;7896912;LUB-PRIM-78;2026-03-19;Akumulator 12V;27;27;4;10
950756571;NIEZREALIZOWANE;6630984;RUD-53@;2026-03-19;Pioro wycieraczki przod;8;8;1;20
407953839;PRZEKIEROWANE;2509524;SUW-78@;2026-03-19;Przepustnica;3;3;146;20
981997993;WYSLANE;2509524;SUW-78@;2026-03-19;Drzwi przednie prawe;28;28;146;20
6987991;NIEZREALIZOWANE;2509524;SUW-78@;2026-03-19;Fotel kierowcy;17;17;146;20
869129330;PRZYDZIELONE;2455534;RUD-16@;2026-03-19;Pioro wycieraczki tyl;10;10;1;10
453300810;PRZEKIEROWANE;2455534;RUD-16@;2026-03-19;Zderzak tylny;15;6;1;10
453300810;PRZEKIEROWANE;2455534;RUD-16@;2026-03-19;Zderzak tylny;15;9;1;10
681812744;PRZEKIEROWANE;2455534;RUD-16@;2026-03-19;Wentylator chlodnicy;14;14;1;10
718319417;NIEZREALIZOWANE;3378050;SUW-PRIM-55;2026-03-19;Przewody zaplonowe;17;17;146;20
71079472;NIEZREALIZOWANE;1066462;RUD-12@;2026-03-19;Polos napedowa;29;29;1;10
239680711;PRZEKIEROWANE;1066462;RUD-12@;2026-03-19;Katalizator;11;11;1;10
911290105;PRZYDZIELONE;4807201;BIA-PRIM-81;2026-03-19;Amortyzator przod;27;27;6;10
850498739;WYSLANE;4807201;BIA-PRIM-81;2026-03-19;Reflektor lewy LED;5;5;6;10
718319417;NIEZREALIZOWANE;4807201;BIA-PRIM-81;2026-03-19;Przewody zaplonowe;7;7;6;10
590357116;ZAFAKTUROWANE;7161047;109-5155;2026-03-19;Wentylator chlodnicy;23;1;146;10
590357116;ZAFAKTUROWANE;7161047;109-5155;2026-03-19;Wentylator chlodnicy;23;22;146;10
173471957;WSTRZYMANE;8475424;KRA-678Y;2026-03-19;Przekaznik pompy;5;5;7;20
235503870;ZAWIESZONE;6423467;SUW-PRIM-53;2026-03-19;Katalizator;29;28;146;10
235503870;ZAWIESZONE;6423467;SUW-PRIM-53;2026-03-19;Katalizator;29;1;146;10
632729211;WYSLANE;7437280;OLS-PRIM-17;2026-03-19;Wahacz wzdluzny;22;22;142;10
428863029;WYSLANE;7437280;OLS-PRIM-17;2026-03-19;Pompa hamulcowa;3;3;142;10
173471957;ZAWIESZONE;5445374;RUD-194Y;2026-03-19;Przekaznik pompy;27;27;1;10
419222169;NIEZREALIZOWANE;4841770;BIA-PRIM-51;2026-03-19;Lozysko amortyzatora;15;14;6;20
419222169;NIEZREALIZOWANE;4841770;BIA-PRIM-51;2026-03-19;Lozysko amortyzatora;15;1;6;20
134041070;WYSLANE;4841770;BIA-PRIM-51;2026-03-19;Zacisk hamulcowy przod;22;22;6;20
236466621;WSTRZYMANE;4841770;BIA-PRIM-51;2026-03-19;Silnik kompletny;6;6;6;20
142078763;NIEZREALIZOWANE;9109114;LUB-PRIM-95;2026-03-19;Szyba czolowa;17;17;4;20
864421347;PRZYDZIELONE;9109114;LUB-PRIM-95;2026-03-19;Drazek kierowniczy;25;25;4;20
585136461;PRZYDZIELONE;9109114;LUB-PRIM-95;2026-03-19;Szczeki hamulcowe;14;14;4;20
385461171;NIEZREALIZOWANE;9109114;LUB-PRIM-95;2026-03-19;Olej przekladniowy;17;17;4;20
818160683;WYSLANE;9270860;KRA-13@;2026-03-19;Termostat;24;24;7;10
708412051;PRZEKIEROWANE;9270860;KRA-13@;2026-03-19;Akumulator 12V;19;19;7;10
173471957;WYSLANE;7119185;KRA-52@;2026-03-19;Przekaznik pompy;29;29;7;10
524646385;ZAWIESZONE;3248907;SUW-10@;2026-03-19;Blok silnika;14;14;146;20
241276931;WYSLANE;2604885;WAR-64@;2026-03-19;Pompa oleju;24;24;10;20
730458745;ZAWIESZONE;2604885;WAR-64@;2026-03-19;Szyba czolowa;18;13;10;20
730458745;ZAWIESZONE;2604885;WAR-64@;2026-03-19;Szyba czolowa;18;5;10;20
677651645;PRZYDZIELONE;4031538;BIA-92@;2026-03-19;Miska olejowa;9;9;6;10
697818098;WSTRZYMANE;4031538;BIA-92@;2026-03-19;Lampa tylna lewa;7;7;6;10
941002571;WSTRZYMANE;4031538;BIA-92@;2026-03-19;Halogen przeciwmgielny;10;10;6;10
941002571;ZAWIESZONE;6044987;SUW-205X;2026-03-19;Halogen przeciwmgielny;18;18;146;10
632729211;ZAWIESZONE;6044987;SUW-205X;2026-03-19;Wahacz wzdluzny;9;6;146;10
632729211;ZAWIESZONE;6044987;SUW-205X;2026-03-19;Wahacz wzdluzny;9;3;146;10
306294028;WSTRZYMANE;6044987;SUW-205X;2026-03-19;Beben hamulcowy;12;10;146;10
306294028;WSTRZYMANE;6044987;SUW-205X;2026-03-19;Beben hamulcowy;12;2;146;10
571998889;PRZEKIEROWANE;6044987;SUW-205X;2026-03-19;Kanapa tylna;7;7;146;10
365270635;ZAWIESZONE;6044987;SUW-205X;2026-03-19;Kolektor wydechowy;17;17;146;10
249967310;ZAWIESZONE;6044987;SUW-205X;2026-03-19;Pioro wycieraczki przod;22;22;146;10
224966459;WSTRZYMANE;6044987;SUW-205X;2026-03-19;Lusterko zewnetrzne lewe;4;4;146;10
391745568;WSTRZYMANE;6044987;SUW-205X;2026-03-19;Chlodnica wody;18;15;146;10
391745568;WSTRZYMANE;6044987;SUW-205X;2026-03-19;Chlodnica wody;18;3;146;10
585136461;ZAWIESZONE;6044987;SUW-205X;2026-03-19;Szczeki hamulcowe;1;1;146;10
923036480;WSTRZYMANE;6044987;SUW-205X;2026-03-19;Przekladnia kierownicza;14;2;146;10
923036480;WSTRZYMANE;6044987;SUW-205X;2026-03-19;Przekladnia kierownicza;14;12;146;10
