P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
671420971;ZAFAKTUROWANE;2463709;KRA-630Y;2026-01-21;Lacznik stabilizatora;18;18;7;20
681812744;WYSLANE;4213844;LUB-82@;2026-01-21;Wentylator chlodnicy;9;9;4;10
818160683;ZAWIESZONE;9314378;BIA-49@;2026-01-21;Termostat;2;2;6;20
348205935;ZAFAKTUROWANE;7628649;RUD-744Y;2026-01-21;Olej silnikowy 5W30;24;24;1;20
671420971;ZAFAKTUROWANE;3234020;RUD-PRIM-28;2026-01-21;Lacznik stabilizatora;3;3;1;10
62969284;PRZEKIEROWANE;3234020;RUD-PRIM-28;2026-01-21;Wentylator chlodnicy;25;25;1;10
453001960;ZAWIESZONE;3234020;RUD-PRIM-28;2026-01-21;Pasek wieloklinowy;26;26;1;10
730458745;WYSLANE;9335208;OLS-72@;2026-01-21;Szyba czolowa;3;3;142;10
236706312;NIEZREALIZOWANE;9335208;OLS-72@;2026-01-21;Czujnik ABS;20;19;142;10
236706312;NIEZREALIZOWANE;9335208;OLS-72@;2026-01-21;Czujnik ABS;20;1;142;10
262873730;NIEZREALIZOWANE;9335208;OLS-72@;2026-01-21;Chlodnica wody;8;8;142;10
135044324;ZAWIESZONE;9335208;OLS-72@;2026-01-21;Tlumik srodkowy;21;9;142;10
135044324;ZAWIESZONE;9335208;OLS-72@;2026-01-21;Tlumik srodkowy;21;12;142;10
850498739;PRZEKIEROWANE;9500660;KRA-PRIM-45;2026-01-21;Reflektor lewy LED;27;27;7;10
178585192;ZAFAKTUROWANE;9500660;KRA-PRIM-45;2026-01-21;Tarcza hamulcowa;26;26;7;10
135044324;PRZYDZIELONE;9500660;KRA-PRIM-45;2026-01-21;Tlumik srodkowy;8;5;7;10
135044324;PRZYDZIELONE;9500660;KRA-PRIM-45;2026-01-21;Tlumik srodkowy;8;3;7;10
15856122;PRZEKIEROWANE;1513736;KRA-ASO-94;2026-01-21;Pompa paliwa;26;26;7;10
925223847;ZAWIESZONE;1513736;KRA-ASO-94;2026-01-21;Kolektor ssacy;16;16;7;10
234770738;NIEZREALIZOWANE;1513736;KRA-ASO-94;2026-01-21;Wal napedowy;11;10;7;10
234770738;NIEZREALIZOWANE;1513736;KRA-ASO-94;2026-01-21;Wal napedowy;11;1;7;10
269963851;WYSLANE;2779107;NT-4906;2026-01-21;Bezpiecznik glowny;20;20;146;10
818160683;ZAFAKTUROWANE;4065201;KRA-677Y;2026-01-21;Termostat;28;28;7;20
391745568;PRZYDZIELONE;1141485;NT-2223;2026-01-21;Chlodnica wody;21;21;4;20
697818098;WYSLANE;1141485;NT-2223;2026-01-21;Lampa tylna lewa;25;25;4;20
204245259;PRZYDZIELONE;1141485;NT-2223;2026-01-21;Wlacznik swiatel;9;9;4;20
