P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
114267751;PRZYDZIELONE;3913368;OLS-59@;2026-01-03;Pioro wycieraczki tyl;11;11;142;10
718319417;WYSLANE;3913368;OLS-59@;2026-01-03;Przewody zaplonowe;5;5;142;10
453001960;WSTRZYMANE;3913368;OLS-59@;2026-01-03;Pasek wieloklinowy;23;23;142;10
419222169;WSTRZYMANE;3913368;OLS-59@;2026-01-03;Lozysko amortyzatora;27;27;142;10
204245259;NIEZREALIZOWANE;6266549;OLS-PRIM-80;2026-01-03;Wlacznik swiatel;6;6;142;20
453300810;PRZYDZIELONE;6266549;OLS-PRIM-80;2026-01-03;Zderzak tylny;21;21;142;20
364333393;PRZYDZIELONE;6266549;OLS-PRIM-80;2026-01-03;Pasy bezpieczenstwa;25;25;142;20
957980516;PRZEKIEROWANE;8004117;OLS-46@;2026-01-03;Przekaznik pompy;22;6;142;10
957980516;PRZEKIEROWANE;8004117;OLS-46@;2026-01-03;Przekaznik pompy;22;16;142;10
502574736;WSTRZYMANE;5808610;OLS-98@;2026-01-03;Silniczek krokowy;28;28;142;20
806258900;PRZYDZIELONE;4763253;OLS-40@;2026-01-03;Wahacz poprzeczny;22;22;142;10
62969284;WYSLANE;1902651;RUD-89@;2026-01-03;Wentylator chlodnicy;24;24;1;10
245834373;WSTRZYMANE;1902651;RUD-89@;2026-01-03;Pompa oleju;6;2;1;10
245834373;WSTRZYMANE;1902651;RUD-89@;2026-01-03;Pompa oleju;6;4;1;10
697811251;NIEZREALIZOWANE;1902651;RUD-89@;2026-01-03;Serwo hamulcowe;24;2;1;10
697811251;NIEZREALIZOWANE;1902651;RUD-89@;2026-01-03;Serwo hamulcowe;24;22;1;10
475818013;WSTRZYMANE;8189168;BIA-30@;2026-01-03;Filtr oleju;30;30;6;20
74694276;PRZYDZIELONE;8189168;BIA-30@;2026-01-03;Tlok silnika;22;22;6;20
234770738;NIEZREALIZOWANE;8189168;BIA-30@;2026-01-03;Wal napedowy;19;19;6;20
547109690;WSTRZYMANE;8189168;BIA-30@;2026-01-03;Modul zaplonowy;26;26;6;20
166954844;PRZYDZIELONE;4690350;LUB-30@;2026-01-03;Polos napedowa;12;12;4;10
68222356;NIEZREALIZOWANE;4690350;LUB-30@;2026-01-03;Zacisk hamulcowy tyl;25;25;4;10
496358124;ZAWIESZONE;4690350;LUB-30@;2026-01-03;Zacisk hamulcowy przod;18;18;4;10
573538321;PRZEKIEROWANE;4690350;LUB-30@;2026-01-03;Szyba boczna;21;12;4;10
573538321;PRZEKIEROWANE;4690350;LUB-30@;2026-01-03;Szyba boczna;21;9;4;10
806258900;PRZEKIEROWANE;8477055;LUB-IC-88;2026-01-03;Wahacz poprzeczny;10;10;4;10
284037113;ZAWIESZONE;8477055;LUB-IC-88;2026-01-03;Filtr oleju;27;27;4;10
825286600;NIEZREALIZOWANE;8477055;LUB-IC-88;2026-01-03;Drzwi przednie prawe;26;26;4;10
843036227;WYSLANE;1735708;BIA-PRIM-34;2026-01-03;Alternator;3;3;6;10
765533129;WYSLANE;1735708;BIA-PRIM-34;2026-01-03;Guma stabilizatora;25;25;6;10
229519408;WSTRZYMANE;8117053;SUW-99@;2026-01-03;Pioro wycieraczki przod;15;15;146;10
738918273;WSTRZYMANE;2468357;RUD-913Y;2026-01-03;Wiazka elektryczna;15;15;1;20
62969284;PRZEKIEROWANE;6308382;RUD-PRIM-25;2026-01-03;Wentylator chlodnicy;28;28;1;10
