P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
213589170;WSTRZYMANE;2837700;WAR-398Y;2026-01-13;Sonda lambda;24;24;10;10
602774446;ZAWIESZONE;2837700;WAR-398Y;2026-01-13;Wlacznik swiatel;30;30;10;10
542631108;ZAFAKTUROWANE;2837700;WAR-398Y;2026-01-13;Blotnik lewy;7;7;10;10
337892805;NIEZREALIZOWANE;3145093;SUW-39@;2026-01-13;Polos napedowa;19;19;146;10
836053811;ZAFAKTUROWANE;3145093;SUW-39@;2026-01-13;Silniczek krokowy;9;1;146;10
836053811;ZAFAKTUROWANE;3145093;SUW-39@;2026-01-13;Silniczek krokowy;9;8;146;10
234770738;PRZEKIEROWANE;3145093;SUW-39@;2026-01-13;Wal napedowy;6;6;146;10
708412051;WSTRZYMANE;3145093;SUW-39@;2026-01-13;Akumulator 12V;7;7;146;10
686589303;NIEZREALIZOWANE;3489477;SUW-436X;2026-01-13;Kolektor wydechowy;17;17;146;20
585136461;NIEZREALIZOWANE;3489477;SUW-436X;2026-01-13;Szczeki hamulcowe;25;25;146;20
726610539;PRZYDZIELONE;3489477;SUW-436X;2026-01-13;Podnosnik szyby;4;1;146;20
726610539;PRZYDZIELONE;3489477;SUW-436X;2026-01-13;Podnosnik szyby;4;3;146;20
790789946;NIEZREALIZOWANE;3489477;SUW-436X;2026-01-13;Kolektor ssacy;1;1;146;20
470416376;PRZEKIEROWANE;3489477;SUW-436X;2026-01-13;Chlodnica klimatyzacji;28;28;146;20
936777846;WSTRZYMANE;3489477;SUW-436X;2026-01-13;Blotnik lewy;25;25;146;20
950044367;WYSLANE;3489477;SUW-436X;2026-01-13;Wlacznik swiatel;27;16;146;20
950044367;WYSLANE;3489477;SUW-436X;2026-01-13;Wlacznik swiatel;27;11;146;20
882413818;ZAFAKTUROWANE;3489477;SUW-436X;2026-01-13;Walek rozrzadu;7;7;146;20
284422919;WSTRZYMANE;3489477;SUW-436X;2026-01-13;Katalizator;19;19;146;20
521463189;NIEZREALIZOWANE;3489477;SUW-436X;2026-01-13;Akumulator AGM;25;25;146;20
924876553;WSTRZYMANE;3489477;SUW-436X;2026-01-13;Plyn chlodniczy;24;24;146;20
940449931;PRZEKIEROWANE;3489477;SUW-436X;2026-01-13;Szyba czolowa;13;13;146;20
643121853;PRZYDZIELONE;3489477;SUW-436X;2026-01-13;Koncowka drazka kierowniczego;24;24;146;20
824980419;PRZEKIEROWANE;3489477;SUW-436X;2026-01-13;Deska rozdzielcza;27;27;146;20
972197337;NIEZREALIZOWANE;3489477;SUW-436X;2026-01-13;Walek rozrzadu;28;28;146;20
213589170;ZAFAKTUROWANE;5328743;KRA-12@;2026-01-13;Sonda lambda;8;1;7;10
213589170;ZAFAKTUROWANE;5328743;KRA-12@;2026-01-13;Sonda lambda;8;7;7;10
46664552;PRZEKIEROWANE;5328743;KRA-12@;2026-01-13;Szyba boczna;17;17;7;10
397488786;WSTRZYMANE;7197168;OLS-28@;2026-01-13;Lozysko kola;28;12;142;20
397488786;WSTRZYMANE;7197168;OLS-28@;2026-01-13;Lozysko kola;28;16;142;20
950044367;WSTRZYMANE;4413379;BIA-62@;2026-01-13;Wlacznik swiatel;19;19;6;20
236466621;ZAFAKTUROWANE;4413379;BIA-62@;2026-01-13;Silnik kompletny;13;13;6;20
718319417;PRZEKIEROWANE;4413379;BIA-62@;2026-01-13;Przewody zaplonowe;23;18;6;20
718319417;PRZEKIEROWANE;4413379;BIA-62@;2026-01-13;Przewody zaplonowe;23;5;6;20
675006843;ZAWIESZONE;3314386;BIA-PRIM-12;2026-01-13;Maska silnika;20;20;6;10
927547643;WYSLANE;3314386;BIA-PRIM-12;2026-01-13;Szyba boczna;1;1;6;10
980482440;ZAWIESZONE;7561267;LUB-454Y;2026-01-13;Swieca zaplonowa;8;8;4;10
365351213;NIEZREALIZOWANE;4232187;KRA-54@;2026-01-13;Wahacz wzdluzny;5;5;7;20
710036086;NIEZREALIZOWANE;4232187;KRA-54@;2026-01-13;Wal napedowy;4;2;7;20
710036086;NIEZREALIZOWANE;4232187;KRA-54@;2026-01-13;Wal napedowy;4;2;7;20
947461608;WSTRZYMANE;4232187;KRA-54@;2026-01-13;Swieca zarowa;3;2;7;20
947461608;WSTRZYMANE;4232187;KRA-54@;2026-01-13;Swieca zarowa;3;1;7;20
585136461;PRZEKIEROWANE;6804104;WAR-781X;2026-01-13;Szczeki hamulcowe;14;3;10;10
585136461;PRZEKIEROWANE;6804104;WAR-781X;2026-01-13;Szczeki hamulcowe;14;11;10;10
120127054;WYSLANE;6804104;WAR-781X;2026-01-13;Pompa hamulcowa;18;18;10;10
255565531;PRZEKIEROWANE;6804104;WAR-781X;2026-01-13;Wahacz wzdluzny;15;12;10;10
255565531;PRZEKIEROWANE;6804104;WAR-781X;2026-01-13;Wahacz wzdluzny;15;3;10;10
108459460;WSTRZYMANE;6804104;WAR-781X;2026-01-13;Zacisk hamulcowy przod;29;29;10;10
93359856;PRZEKIEROWANE;4363896;LUB-PRIM-90;2026-01-13;Zderzak przedni;12;12;4;10
927547643;ZAFAKTUROWANE;4363896;LUB-PRIM-90;2026-01-13;Szyba boczna;14;14;4;10
927547643;WSTRZYMANE;4764611;SUW-49@;2026-01-13;Szyba boczna;28;28;146;10
298481886;PRZEKIEROWANE;4764611;SUW-49@;2026-01-13;Alternator;27;3;146;10
298481886;PRZEKIEROWANE;4764611;SUW-49@;2026-01-13;Alternator;27;24;146;10
950756571;WYSLANE;4764611;SUW-49@;2026-01-13;Pioro wycieraczki przod;11;8;146;10
950756571;WYSLANE;4764611;SUW-49@;2026-01-13;Pioro wycieraczki przod;11;3;146;10
749631470;PRZEKIEROWANE;4438621;OLS-PRIM-29;2026-01-13;Beben hamulcowy;25;25;142;10
521838280;ZAWIESZONE;4438621;OLS-PRIM-29;2026-01-13;Filtr kabinowy;5;5;142;10
282821832;ZAFAKTUROWANE;4438621;OLS-PRIM-29;2026-01-13;Czujnik polozenia walu;6;6;142;10
740749735;NIEZREALIZOWANE;4438621;OLS-PRIM-29;2026-01-13;Sprzeglo dwumasowe;1;1;142;10
703781909;NIEZREALIZOWANE;8018002;OLS-99@;2026-01-13;Modul zaplonowy;28;28;142;10
6987991;ZAWIESZONE;8018002;OLS-99@;2026-01-13;Fotel kierowcy;28;28;142;10
269963851;NIEZREALIZOWANE;5923304;KRA-PRIM-20;2026-01-13;Bezpiecznik glowny;26;26;7;10
239680711;ZAFAKTUROWANE;5923304;KRA-PRIM-20;2026-01-13;Katalizator;19;19;7;10
178585192;PRZYDZIELONE;3442333;LUB-36@;2026-01-13;Tarcza hamulcowa;3;3;4;20
430623729;ZAWIESZONE;3442333;LUB-36@;2026-01-13;Chlodnica klimatyzacji;14;14;4;20
950044367;ZAWIESZONE;3442333;LUB-36@;2026-01-13;Wlacznik swiatel;24;24;4;20
470416376;PRZYDZIELONE;3442333;LUB-36@;2026-01-13;Chlodnica klimatyzacji;12;12;4;20
707587342;NIEZREALIZOWANE;3886814;RUD-ASO-98;2026-01-13;Plyn hamulcowy;23;23;1;20
365351213;NIEZREALIZOWANE;3886814;RUD-ASO-98;2026-01-13;Wahacz wzdluzny;7;7;1;20
994851203;WYSLANE;3886814;RUD-ASO-98;2026-01-13;Kierownica;17;17;1;20
135044324;NIEZREALIZOWANE;1042302;SUW-PRIM-39;2026-01-13;Tlumik srodkowy;9;9;146;20
298481886;PRZEKIEROWANE;1042302;SUW-PRIM-39;2026-01-13;Alternator;18;18;146;20
580461872;PRZYDZIELONE;1042302;SUW-PRIM-39;2026-01-13;Olej silnikowy 5W30;13;13;146;20
964039981;WYSLANE;1306797;BIA-PRIM-22;2026-01-13;Cewka zaplonowa;24;24;6;20
286675249;PRZEKIEROWANE;1306797;BIA-PRIM-22;2026-01-13;Lampa tylna lewa;1;1;6;20
58175865;PRZYDZIELONE;1306797;BIA-PRIM-22;2026-01-13;Lusterko zewnetrzne prawe;2;2;6;20
707587342;ZAWIESZONE;9856567;KRA-345X;2026-01-13;Plyn hamulcowy;15;15;7;10
708412051;PRZYDZIELONE;9856567;KRA-345X;2026-01-13;Akumulator 12V;28;28;7;10
825286600;PRZEKIEROWANE;9856567;KRA-345X;2026-01-13;Drzwi przednie prawe;21;15;7;10
825286600;PRZEKIEROWANE;9856567;KRA-345X;2026-01-13;Drzwi przednie prawe;21;6;7;10
213510298;WYSLANE;9856567;KRA-345X;2026-01-13;Halogen przeciwmgielny;11;11;7;10
697818098;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Lampa tylna lewa;6;4;7;10
697818098;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Lampa tylna lewa;6;2;7;10
733963718;WYSLANE;9856567;KRA-345X;2026-01-13;Drzwi przednie prawe;30;30;7;10
830085810;ZAWIESZONE;9856567;KRA-345X;2026-01-13;Sworzen wahacza;22;22;7;10
585136461;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Szczeki hamulcowe;17;5;7;10
585136461;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Szczeki hamulcowe;17;12;7;10
299095574;ZAFAKTUROWANE;9856567;KRA-345X;2026-01-13;Rozrusznik;25;25;7;10
406929288;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Silnik kompletny;2;2;7;10
407953839;ZAFAKTUROWANE;9856567;KRA-345X;2026-01-13;Przepustnica;4;1;7;10
407953839;ZAFAKTUROWANE;9856567;KRA-345X;2026-01-13;Przepustnica;4;3;7;10
923036480;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Przekladnia kierownicza;18;18;7;10
836053811;NIEZREALIZOWANE;9856567;KRA-345X;2026-01-13;Silniczek krokowy;25;25;7;10
470416376;WYSLANE;9856567;KRA-345X;2026-01-13;Chlodnica klimatyzacji;27;7;7;10
470416376;WYSLANE;9856567;KRA-345X;2026-01-13;Chlodnica klimatyzacji;27;20;7;10
972197337;NIEZREALIZOWANE;9856567;KRA-345X;2026-01-13;Walek rozrzadu;22;22;7;10
618712544;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Akumulator 12V;19;19;7;10
255565531;ZAFAKTUROWANE;9856567;KRA-345X;2026-01-13;Wahacz wzdluzny;9;9;7;10
28502780;NIEZREALIZOWANE;9856567;KRA-345X;2026-01-13;Wiazka elektryczna;4;2;7;10
28502780;NIEZREALIZOWANE;9856567;KRA-345X;2026-01-13;Wiazka elektryczna;4;2;7;10
865251839;WYSLANE;9856567;KRA-345X;2026-01-13;Chlodnica wody;27;14;7;10
865251839;WYSLANE;9856567;KRA-345X;2026-01-13;Chlodnica wody;27;13;7;10
365351213;ZAWIESZONE;9856567;KRA-345X;2026-01-13;Wahacz wzdluzny;18;1;7;10
365351213;ZAWIESZONE;9856567;KRA-345X;2026-01-13;Wahacz wzdluzny;18;17;7;10
703781909;ZAWIESZONE;9856567;KRA-345X;2026-01-13;Modul zaplonowy;6;6;7;10
453045110;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Walek rozrzadu;1;1;7;10
239680711;PRZYDZIELONE;9856567;KRA-345X;2026-01-13;Katalizator;18;18;7;10
681812744;ZAWIESZONE;9856567;KRA-345X;2026-01-13;Wentylator chlodnicy;15;15;7;10
602774446;PRZEKIEROWANE;9856567;KRA-345X;2026-01-13;Wlacznik swiatel;2;2;7;10
257119965;WSTRZYMANE;9856567;KRA-345X;2026-01-13;Miska olejowa;9;9;7;10
284037113;ZAWIESZONE;9856567;KRA-345X;2026-01-13;Filtr oleju;7;7;7;10
824980419;ZAFAKTUROWANE;9856567;KRA-345X;2026-01-13;Deska rozdzielcza;7;7;7;10
