P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
230045022;WYSLANE;1174986;SUW-84@;2026-03-08;Przekaznik pompy;30;30;146;10
224966459;PRZEKIEROWANE;1174986;SUW-84@;2026-03-08;Lusterko zewnetrzne lewe;22;22;146;10
981997993;WSTRZYMANE;6614125;LUB-75@;2026-03-08;Drzwi przednie prawe;5;5;4;10
492698426;WSTRZYMANE;7007576;BIA-PRIM-49;2026-03-08;Filtr DPF;5;5;6;10
697818098;WSTRZYMANE;3022678;KRA-PRIM-10;2026-03-08;Lampa tylna lewa;8;4;7;10
697818098;WSTRZYMANE;3022678;KRA-PRIM-10;2026-03-08;Lampa tylna lewa;8;4;7;10
76238245;NIEZREALIZOWANE;2120268;RUD-33@;2026-03-08;Lampa tylna prawa;24;24;1;10
364333393;WYSLANE;2120268;RUD-33@;2026-03-08;Pasy bezpieczenstwa;14;14;1;10
824980419;WYSLANE;6422272;BIA-PRIM-27;2026-03-08;Deska rozdzielcza;22;22;6;20
950044367;PRZEKIEROWANE;6422272;BIA-PRIM-27;2026-03-08;Wlacznik swiatel;20;20;6;20
980482440;PRZEKIEROWANE;6422272;BIA-PRIM-27;2026-03-08;Swieca zaplonowa;7;7;6;20
135044324;PRZYDZIELONE;3396775;SUW-43@;2026-03-08;Tlumik srodkowy;5;5;146;10
703781909;PRZYDZIELONE;5887364;WAR-13MOT;2026-03-08;Modul zaplonowy;9;9;10;10
941002571;WYSLANE;5887364;WAR-13MOT;2026-03-08;Halogen przeciwmgielny;22;22;10;10
675006843;PRZEKIEROWANE;5887364;WAR-13MOT;2026-03-08;Maska silnika;3;3;10;10
105685387;ZAWIESZONE;5887364;WAR-13MOT;2026-03-08;Miska olejowa;23;23;10;10
428424718;ZAWIESZONE;9345448;WAR-90MOT;2026-03-08;Lusterko zewnetrzne lewe;7;7;10;10
74694276;PRZYDZIELONE;9345448;WAR-90MOT;2026-03-08;Tlok silnika;27;27;10;10
643121853;PRZEKIEROWANE;7147029;SUW-18@;2026-03-08;Koncowka drazka kierowniczego;4;4;146;10
947461608;NIEZREALIZOWANE;7147029;SUW-18@;2026-03-08;Swieca zarowa;8;8;146;10
108459460;PRZYDZIELONE;7147029;SUW-18@;2026-03-08;Zacisk hamulcowy przod;28;23;146;10
108459460;PRZYDZIELONE;7147029;SUW-18@;2026-03-08;Zacisk hamulcowy przod;28;5;146;10
864421347;WSTRZYMANE;4856785;KRA-PRIM-98;2026-03-08;Drazek kierowniczy;19;19;7;10
790789946;WYSLANE;8982844;BIA-55@;2026-03-08;Kolektor ssacy;19;19;6;10
419222169;PRZYDZIELONE;8982844;BIA-55@;2026-03-08;Lozysko amortyzatora;15;15;6;10
101291557;ZAFAKTUROWANE;8982844;BIA-55@;2026-03-08;Przepustnica;6;6;6;10
204245259;PRZEKIEROWANE;8982844;BIA-55@;2026-03-08;Wlacznik swiatel;8;8;6;10
924876553;WYSLANE;4133646;SUW-86@;2026-03-08;Plyn chlodniczy;25;11;146;20
924876553;WYSLANE;4133646;SUW-86@;2026-03-08;Plyn chlodniczy;25;14;146;20
740749735;ZAFAKTUROWANE;4133646;SUW-86@;2026-03-08;Sprzeglo dwumasowe;11;11;146;20
430757414;NIEZREALIZOWANE;7109187;RUD-47@;2026-03-08;Wahacz poprzeczny;12;12;1;20
419222169;WYSLANE;7109187;RUD-47@;2026-03-08;Lozysko amortyzatora;16;16;1;20
364333393;NIEZREALIZOWANE;2310738;OLS-PRIM-11;2026-03-08;Pasy bezpieczenstwa;2;2;142;10
236706312;ZAWIESZONE;4728803;OLS-PRIM-91;2026-03-08;Czujnik ABS;11;4;142;10
236706312;ZAWIESZONE;4728803;OLS-PRIM-91;2026-03-08;Czujnik ABS;11;7;142;10
380434119;WYSLANE;4728803;OLS-PRIM-91;2026-03-08;Beben hamulcowy;15;4;142;10
380434119;WYSLANE;4728803;OLS-PRIM-91;2026-03-08;Beben hamulcowy;15;11;142;10
521838280;PRZYDZIELONE;4728803;OLS-PRIM-91;2026-03-08;Filtr kabinowy;11;11;142;10
391745568;PRZYDZIELONE;4214143;LUB-20@;2026-03-08;Chlodnica wody;3;3;4;10
76238245;PRZEKIEROWANE;2672269;OLS-PRIM-22;2026-03-08;Lampa tylna prawa;14;13;142;20
76238245;PRZEKIEROWANE;2672269;OLS-PRIM-22;2026-03-08;Lampa tylna prawa;14;1;142;20
230045022;PRZYDZIELONE;2672269;OLS-PRIM-22;2026-03-08;Przekaznik pompy;1;1;142;20
76677861;WYSLANE;1901946;BIA-67@;2026-03-08;Blotnik lewy;30;30;6;10
