P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
957980516;ZAWIESZONE;4519036;WAR-79@;2026-01-26;Przekaznik pompy;11;3;10;20
957980516;ZAWIESZONE;4519036;WAR-79@;2026-01-26;Przekaznik pompy;11;8;10;20
806258900;PRZYDZIELONE;4519036;WAR-79@;2026-01-26;Wahacz poprzeczny;12;12;10;20
710036086;PRZYDZIELONE;4519036;WAR-79@;2026-01-26;Wal napedowy;1;1;10;20
397488786;PRZEKIEROWANE;9996685;BIA-962Y;2026-01-26;Lozysko kola;15;8;6;10
397488786;PRZEKIEROWANE;9996685;BIA-962Y;2026-01-26;Lozysko kola;15;7;6;10
810969828;PRZEKIEROWANE;9558808;KRA-11@;2026-01-26;Szyba boczna;17;17;7;20
703781909;NIEZREALIZOWANE;2553370;SUW-PRIM-26;2026-01-26;Modul zaplonowy;14;14;146;10
306294028;ZAFAKTUROWANE;4570879;LUB-70@;2026-01-26;Beben hamulcowy;9;9;4;10
806258900;ZAWIESZONE;4570879;LUB-70@;2026-01-26;Wahacz poprzeczny;15;15;4;10
950044367;ZAFAKTUROWANE;1705352;WAR-IC-96;2026-01-26;Wlacznik swiatel;7;7;10;10
142078763;PRZEKIEROWANE;8364159;RUD-36@;2026-01-26;Szyba czolowa;27;27;1;20
365351213;ZAFAKTUROWANE;8364159;RUD-36@;2026-01-26;Wahacz wzdluzny;29;29;1;20
675006843;ZAWIESZONE;8364159;RUD-36@;2026-01-26;Maska silnika;10;5;1;20
675006843;ZAWIESZONE;8364159;RUD-36@;2026-01-26;Maska silnika;10;5;1;20
453001960;PRZEKIEROWANE;4482317;KRA-PRIM-98;2026-01-26;Pasek wieloklinowy;25;25;7;10
923036480;NIEZREALIZOWANE;4482317;KRA-PRIM-98;2026-01-26;Przekladnia kierownicza;25;25;7;10
424816516;PRZYDZIELONE;4482317;KRA-PRIM-98;2026-01-26;Zbiorniczek wyrownawczy;4;4;7;10
818160683;WYSLANE;4904235;SUW-78@;2026-01-26;Termostat;5;2;146;10
818160683;WYSLANE;4904235;SUW-78@;2026-01-26;Termostat;5;3;146;10
747969430;ZAWIESZONE;4904235;SUW-78@;2026-01-26;Szyba boczna;26;26;146;10
738918273;WYSLANE;4904235;SUW-78@;2026-01-26;Wiazka elektryczna;27;27;146;10
824980419;WSTRZYMANE;4904235;SUW-78@;2026-01-26;Deska rozdzielcza;17;17;146;10
74326370;PRZYDZIELONE;2738870;OLS-28@;2026-01-26;Fotel kierowcy;25;25;142;20
790789946;NIEZREALIZOWANE;2738870;OLS-28@;2026-01-26;Kolektor ssacy;27;27;142;20
234770738;NIEZREALIZOWANE;7367529;KRA-15@;2026-01-26;Wal napedowy;17;17;7;10
911290105;WYSLANE;7367529;KRA-15@;2026-01-26;Amortyzator przod;14;14;7;10
830085810;PRZYDZIELONE;7367529;KRA-15@;2026-01-26;Sworzen wahacza;1;1;7;10
120127054;WYSLANE;7367529;KRA-15@;2026-01-26;Pompa hamulcowa;16;16;7;10
264824270;ZAFAKTUROWANE;9822484;LUB-82@;2026-01-26;Zamek drzwi;22;22;4;20
120127054;WSTRZYMANE;9822484;LUB-82@;2026-01-26;Pompa hamulcowa;17;17;4;20
818160683;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Termostat;22;22;1;10
397488786;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Lozysko kola;15;15;1;10
940449931;PRZEKIEROWANE;3325467;RUD-619X;2026-01-26;Szyba czolowa;7;1;1;10
940449931;PRZEKIEROWANE;3325467;RUD-619X;2026-01-26;Szyba czolowa;7;6;1;10
524646385;WYSLANE;3325467;RUD-619X;2026-01-26;Blok silnika;17;17;1;10
810969828;PRZEKIEROWANE;3325467;RUD-619X;2026-01-26;Szyba boczna;24;24;1;10
204245259;ZAWIESZONE;3325467;RUD-619X;2026-01-26;Wlacznik swiatel;30;30;1;10
108459460;PRZYDZIELONE;3325467;RUD-619X;2026-01-26;Zacisk hamulcowy przod;24;24;1;10
708412051;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Akumulator 12V;17;17;1;10
441427711;ZAWIESZONE;3325467;RUD-619X;2026-01-26;Rozrusznik;2;2;1;10
229519408;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Pioro wycieraczki przod;9;9;1;10
632729211;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Wahacz wzdluzny;9;9;1;10
671420971;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Lacznik stabilizatora;11;11;1;10
697811251;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Serwo hamulcowe;23;23;1;10
247093812;WYSLANE;3325467;RUD-619X;2026-01-26;Zderzak przedni;21;21;1;10
365270635;PRZEKIEROWANE;3325467;RUD-619X;2026-01-26;Kolektor wydechowy;6;6;1;10
295320485;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Amortyzator tyl;22;22;1;10
239680711;WSTRZYMANE;3325467;RUD-619X;2026-01-26;Katalizator;14;14;1;10
950044367;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Wlacznik swiatel;24;24;1;10
3494630;WSTRZYMANE;3325467;RUD-619X;2026-01-26;Szyba czolowa;11;11;1;10
430623729;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Chlodnica klimatyzacji;19;19;1;10
267002705;WYSLANE;3325467;RUD-619X;2026-01-26;Rolka napinacza;10;10;1;10
997423271;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Przekaznik pompy;17;17;1;10
236706312;ZAWIESZONE;3325467;RUD-619X;2026-01-26;Czujnik ABS;1;1;1;10
710036086;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Wal napedowy;15;11;1;10
710036086;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Wal napedowy;15;4;1;10
91979690;PRZYDZIELONE;3325467;RUD-619X;2026-01-26;Szyba boczna;25;25;1;10
245834373;WYSLANE;3325467;RUD-619X;2026-01-26;Pompa oleju;27;27;1;10
28502780;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Wiazka elektryczna;5;5;1;10
964039981;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Cewka zaplonowa;28;28;1;10
830085810;PRZYDZIELONE;3325467;RUD-619X;2026-01-26;Sworzen wahacza;1;1;1;10
730458745;PRZYDZIELONE;3325467;RUD-619X;2026-01-26;Szyba czolowa;3;3;1;10
249967310;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Pioro wycieraczki przod;11;11;1;10
994688970;PRZEKIEROWANE;3325467;RUD-619X;2026-01-26;Klamka zewnetrzna;21;21;1;10
941002571;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Halogen przeciwmgielny;24;24;1;10
924876553;PRZYDZIELONE;3325467;RUD-619X;2026-01-26;Plyn chlodniczy;3;3;1;10
547109690;ZAWIESZONE;3325467;RUD-619X;2026-01-26;Modul zaplonowy;4;4;1;10
135044324;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Tlumik srodkowy;11;11;1;10
726610539;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Podnosnik szyby;9;9;1;10
911290105;WSTRZYMANE;3325467;RUD-619X;2026-01-26;Amortyzator przod;9;9;1;10
58175865;ZAWIESZONE;3325467;RUD-619X;2026-01-26;Lusterko zewnetrzne prawe;7;5;1;10
58175865;ZAWIESZONE;3325467;RUD-619X;2026-01-26;Lusterko zewnetrzne prawe;7;2;1;10
6987991;ZAFAKTUROWANE;3325467;RUD-619X;2026-01-26;Fotel kierowcy;6;6;1;10
986234887;PRZEKIEROWANE;3325467;RUD-619X;2026-01-26;Silnik kompletny;26;26;1;10
923036480;NIEZREALIZOWANE;3325467;RUD-619X;2026-01-26;Przekladnia kierownicza;28;28;1;10
314807776;WYSLANE;3325467;RUD-619X;2026-01-26;Filtr paliwa;14;5;1;10
314807776;WYSLANE;3325467;RUD-619X;2026-01-26;Filtr paliwa;14;9;1;10
173471957;NIEZREALIZOWANE;1235451;KRA-PRIM-61;2026-01-26;Przekaznik pompy;4;4;7;10
836053811;NIEZREALIZOWANE;1235451;KRA-PRIM-61;2026-01-26;Silniczek krokowy;16;16;7;10
264824270;ZAFAKTUROWANE;1235451;KRA-PRIM-61;2026-01-26;Zamek drzwi;27;27;7;10
3494630;ZAFAKTUROWANE;3100760;BIA-IC-94;2026-01-26;Szyba czolowa;2;2;6;20
643121853;ZAFAKTUROWANE;3100760;BIA-IC-94;2026-01-26;Koncowka drazka kierowniczego;23;23;6;20
108459460;PRZEKIEROWANE;3100760;BIA-IC-94;2026-01-26;Zacisk hamulcowy przod;9;9;6;20
230045022;PRZEKIEROWANE;3100760;BIA-IC-94;2026-01-26;Przekaznik pompy;1;1;6;20
348205935;NIEZREALIZOWANE;5358457;RUD-PRIM-30;2026-01-26;Olej silnikowy 5W30;27;27;1;10
142078763;NIEZREALIZOWANE;5358457;RUD-PRIM-30;2026-01-26;Szyba czolowa;20;20;1;10
545108869;PRZYDZIELONE;3602738;BIA-64@;2026-01-26;Blotnik lewy;16;16;6;20
365351213;NIEZREALIZOWANE;3602738;BIA-64@;2026-01-26;Wahacz wzdluzny;2;2;6;20
585136461;ZAFAKTUROWANE;3602738;BIA-64@;2026-01-26;Szczeki hamulcowe;7;7;6;20
738918273;WSTRZYMANE;3602738;BIA-64@;2026-01-26;Wiazka elektryczna;3;3;6;20
453045110;ZAWIESZONE;3699983;KRA-90@;2026-01-26;Walek rozrzadu;14;14;7;20
213510298;WSTRZYMANE;3699983;KRA-90@;2026-01-26;Halogen przeciwmgielny;13;13;7;20
15856122;ZAWIESZONE;3699983;KRA-90@;2026-01-26;Pompa paliwa;19;19;7;20
6987991;NIEZREALIZOWANE;3699983;KRA-90@;2026-01-26;Fotel kierowcy;10;10;7;20
105685387;PRZYDZIELONE;2402366;RUD-208Y;2026-01-26;Miska olejowa;10;10;1;10
84621066;WSTRZYMANE;5171120;RUD-585Y;2026-01-26;Bezpiecznik glowny;1;1;1;10
927547643;WSTRZYMANE;5171120;RUD-585Y;2026-01-26;Szyba boczna;27;22;1;10
927547643;WSTRZYMANE;5171120;RUD-585Y;2026-01-26;Szyba boczna;27;5;1;10
911290105;NIEZREALIZOWANE;5171120;RUD-585Y;2026-01-26;Amortyzator przod;22;22;1;10
521838280;ZAFAKTUROWANE;5171120;RUD-585Y;2026-01-26;Filtr kabinowy;30;30;1;10
15856122;WYSLANE;5171120;RUD-585Y;2026-01-26;Pompa paliwa;27;25;1;10
15856122;WYSLANE;5171120;RUD-585Y;2026-01-26;Pompa paliwa;27;2;1;10
602774446;WYSLANE;5171120;RUD-585Y;2026-01-26;Wlacznik swiatel;7;4;1;10
602774446;WYSLANE;5171120;RUD-585Y;2026-01-26;Wlacznik swiatel;7;3;1;10
406929288;ZAWIESZONE;5171120;RUD-585Y;2026-01-26;Silnik kompletny;12;12;1;10
441427711;NIEZREALIZOWANE;5171120;RUD-585Y;2026-01-26;Rozrusznik;13;13;1;10
46664552;PRZYDZIELONE;1769218;OLS-78@;2026-01-26;Szyba boczna;22;5;142;10
46664552;PRZYDZIELONE;1769218;OLS-78@;2026-01-26;Szyba boczna;22;17;142;10
114267751;WSTRZYMANE;6999526;RUD-VCAR-44;2026-01-26;Pioro wycieraczki tyl;25;25;1;20
430757414;ZAFAKTUROWANE;6999526;RUD-VCAR-44;2026-01-26;Wahacz poprzeczny;5;5;1;20
60072915;PRZYDZIELONE;6999526;RUD-VCAR-44;2026-01-26;Wal napedowy;30;11;1;20
60072915;PRZYDZIELONE;6999526;RUD-VCAR-44;2026-01-26;Wal napedowy;30;19;1;20
964039981;PRZYDZIELONE;6999526;RUD-VCAR-44;2026-01-26;Cewka zaplonowa;7;7;1;20
268237631;NIEZREALIZOWANE;9226619;OLS-20@;2026-01-26;Pioro wycieraczki tyl;29;29;142;20
247093812;PRZYDZIELONE;9226619;OLS-20@;2026-01-26;Zderzak przedni;16;16;142;20
409770584;NIEZREALIZOWANE;9226619;OLS-20@;2026-01-26;Zderzak tylny;21;21;142;20
547109690;ZAWIESZONE;6308772;WAR-17MOT;2026-01-26;Modul zaplonowy;2;2;10;10
830085810;PRZYDZIELONE;6308772;WAR-17MOT;2026-01-26;Sworzen wahacza;13;13;10;10
810969828;WSTRZYMANE;6308772;WAR-17MOT;2026-01-26;Szyba boczna;1;1;10;10
738918273;PRZYDZIELONE;3246451;WAR-VCAR-45;2026-01-26;Wiazka elektryczna;10;10;10;20
306294028;ZAFAKTUROWANE;3246451;WAR-VCAR-45;2026-01-26;Beben hamulcowy;17;17;10;20
590917304;ZAFAKTUROWANE;3246451;WAR-VCAR-45;2026-01-26;Przepustnica;30;30;10;20
980482440;ZAWIESZONE;5737371;OLS-977Y;2026-01-26;Swieca zaplonowa;5;5;142;10
437087308;ZAWIESZONE;5737371;OLS-977Y;2026-01-26;Rolka napinacza;24;24;142;10
