P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
6987991;ZAFAKTUROWANE;8065593;RUD-41@;2026-03-02;Fotel kierowcy;10;10;1;20
299095574;PRZYDZIELONE;8065593;RUD-41@;2026-03-02;Rozrusznik;2;2;1;20
166954844;WSTRZYMANE;8065593;RUD-41@;2026-03-02;Polos napedowa;5;5;1;20
726610539;WYSLANE;8065593;RUD-41@;2026-03-02;Podnosnik szyby;26;17;1;20
726610539;WYSLANE;8065593;RUD-41@;2026-03-02;Podnosnik szyby;26;9;1;20
129937269;ZAWIESZONE;2622998;OLS-PRIM-37;2026-03-02;Amortyzator tyl;6;1;142;10
129937269;ZAWIESZONE;2622998;OLS-PRIM-37;2026-03-02;Amortyzator tyl;6;5;142;10
726610539;WYSLANE;1839207;WAR-45MOT;2026-03-02;Podnosnik szyby;18;18;10;20
818160683;WYSLANE;1839207;WAR-45MOT;2026-03-02;Termostat;25;25;10;20
257119965;ZAWIESZONE;5278247;SUW-40@;2026-03-02;Miska olejowa;29;29;146;10
166954844;ZAWIESZONE;5278247;SUW-40@;2026-03-02;Polos napedowa;28;28;146;10
430757414;PRZEKIEROWANE;5278247;SUW-40@;2026-03-02;Wahacz poprzeczny;8;8;146;10
306294028;WSTRZYMANE;5278247;SUW-40@;2026-03-02;Beben hamulcowy;16;16;146;10
315153362;WSTRZYMANE;2109440;LUB-65@;2026-03-02;Plyn hamulcowy;6;6;4;10
718319417;WSTRZYMANE;2109440;LUB-65@;2026-03-02;Przewody zaplonowe;14;14;4;10
502574736;PRZEKIEROWANE;2109440;LUB-65@;2026-03-02;Silniczek krokowy;21;21;4;10
790789946;ZAWIESZONE;4849149;LUB-PRIM-31;2026-03-02;Kolektor ssacy;26;26;4;20
178585192;ZAWIESZONE;4450250;WAR-52@;2026-03-02;Tarcza hamulcowa;4;4;10;20
980482440;PRZEKIEROWANE;4450250;WAR-52@;2026-03-02;Swieca zaplonowa;25;25;10;20
239680711;WSTRZYMANE;7698695;SUW-ASO-33;2026-03-02;Katalizator;6;6;146;10
