P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
943530428;PRZYDZIELONE;8471444;VCA-PARTEX-44;2026-01-25;Filtr paliwa;12;12;126;20
697818098;NIEZREALIZOWANE;8471444;VCA-PARTEX-44;2026-01-25;Lampa tylna lewa;9;9;126;20
314807776;ZAWIESZONE;8471444;VCA-PARTEX-44;2026-01-25;Filtr paliwa;21;21;126;20
924265163;NIEZREALIZOWANE;8471444;VCA-PARTEX-44;2026-01-25;Glowica silnika;23;23;126;20
521838280;PRZYDZIELONE;6380600;VCA-57@;2026-01-25;Filtr kabinowy;9;9;126;10
71079472;WSTRZYMANE;6380600;VCA-57@;2026-01-25;Polos napedowa;11;11;126;10
481705135;NIEZREALIZOWANE;8942323;VCA-ASO-62;2026-01-25;Katalizator;1;1;126;20
337892805;ZAWIESZONE;8942323;VCA-ASO-62;2026-01-25;Polos napedowa;7;4;126;20
337892805;ZAWIESZONE;8942323;VCA-ASO-62;2026-01-25;Polos napedowa;7;3;126;20
391745568;ZAFAKTUROWANE;8942323;VCA-ASO-62;2026-01-25;Chlodnica wody;6;6;126;20
364333393;NIEZREALIZOWANE;8887794;ASO-28@;2026-01-25;Pasy bezpieczenstwa;18;18;2;10
708412051;ZAWIESZONE;8887794;ASO-28@;2026-01-25;Akumulator 12V;27;21;2;10
708412051;ZAWIESZONE;8887794;ASO-28@;2026-01-25;Akumulator 12V;27;6;2;10
129937269;ZAWIESZONE;8887794;ASO-28@;2026-01-25;Amortyzator tyl;14;14;2;10
747969430;NIEZREALIZOWANE;4938539;VCA-IC-88;2026-01-25;Szyba boczna;9;5;126;10
747969430;NIEZREALIZOWANE;4938539;VCA-IC-88;2026-01-25;Szyba boczna;9;4;126;10
120127054;WSTRZYMANE;4938539;VCA-IC-88;2026-01-25;Pompa hamulcowa;7;7;126;10
74326370;ZAFAKTUROWANE;1950142;VCA-23@;2026-01-25;Fotel kierowcy;9;5;126;10
74326370;ZAFAKTUROWANE;1950142;VCA-23@;2026-01-25;Fotel kierowcy;9;4;126;10
747969430;PRZEKIEROWANE;1950142;VCA-23@;2026-01-25;Szyba boczna;19;19;126;10
943530428;WYSLANE;1950142;VCA-23@;2026-01-25;Filtr paliwa;13;13;126;10
267002705;NIEZREALIZOWANE;1950142;VCA-23@;2026-01-25;Rolka napinacza;14;14;126;10
718319417;ZAFAKTUROWANE;8897642;MAG-32@;2026-01-25;Przewody zaplonowe;2;2;150;20
869129330;WYSLANE;8897642;MAG-32@;2026-01-25;Pioro wycieraczki tyl;5;1;150;20
869129330;WYSLANE;8897642;MAG-32@;2026-01-25;Pioro wycieraczki tyl;5;4;150;20
68222356;NIEZREALIZOWANE;8897642;MAG-32@;2026-01-25;Zacisk hamulcowy tyl;1;1;150;20
903745581;ZAWIESZONE;8897642;MAG-32@;2026-01-25;Drzwi przednie lewe;7;7;150;20
602774446;ZAWIESZONE;6165266;MAG-PRIM-12;2026-01-25;Wlacznik swiatel;6;6;150;10
235819993;PRZYDZIELONE;6165266;MAG-PRIM-12;2026-01-25;Reflektor lewy LED;20;1;150;10
235819993;PRZYDZIELONE;6165266;MAG-PRIM-12;2026-01-25;Reflektor lewy LED;20;19;150;10
298481886;WSTRZYMANE;6165266;MAG-PRIM-12;2026-01-25;Alternator;3;3;150;10
545108869;WSTRZYMANE;6165266;MAG-PRIM-12;2026-01-25;Blotnik lewy;19;19;150;10
234770738;ZAFAKTUROWANE;2976741;POZ-83@;2026-01-25;Wal napedowy;18;18;1;10
882413818;PRZEKIEROWANE;2976741;POZ-83@;2026-01-25;Walek rozrzadu;29;29;1;10
632729211;PRZYDZIELONE;2976741;POZ-83@;2026-01-25;Wahacz wzdluzny;30;30;1;10
730458745;ZAFAKTUROWANE;2608737;POZ-PRIM-13;2026-01-25;Szyba czolowa;22;22;1;10
925223847;ZAFAKTUROWANE;5258191;ASO-PRIM-47;2026-01-25;Kolektor ssacy;10;10;2;10
521463189;ZAFAKTUROWANE;5258191;ASO-PRIM-47;2026-01-25;Akumulator AGM;24;24;2;10
492698426;NIEZREALIZOWANE;5258191;ASO-PRIM-47;2026-01-25;Filtr DPF;21;21;2;10
204245259;PRZEKIEROWANE;6444267;POZ-32@;2026-01-25;Wlacznik swiatel;27;27;1;10
865251839;PRZEKIEROWANE;6444267;POZ-32@;2026-01-25;Chlodnica wody;12;12;1;10
364333393;WYSLANE;6536591;PAR-PRIM-64;2026-01-25;Pasy bezpieczenstwa;15;15;11;10
306294028;WSTRZYMANE;6536591;PAR-PRIM-64;2026-01-25;Beben hamulcowy;18;18;11;10
268237631;ZAFAKTUROWANE;6536591;PAR-PRIM-64;2026-01-25;Pioro wycieraczki tyl;23;23;11;10
249967310;NIEZREALIZOWANE;5036471;SOS-77@;2026-01-25;Pioro wycieraczki przod;6;6;138;10
173471957;ZAWIESZONE;5313605;VCA-PRIM-59;2026-01-25;Przekaznik pompy;28;13;126;20
173471957;ZAWIESZONE;5313605;VCA-PRIM-59;2026-01-25;Przekaznik pompy;28;15;126;20
105685387;PRZYDZIELONE;7390415;PAR-22@;2026-01-25;Miska olejowa;1;1;11;10
882413818;ZAFAKTUROWANE;2300116;SOS-PRIM-68;2026-01-25;Walek rozrzadu;12;12;138;20
481705135;PRZYDZIELONE;2300116;SOS-PRIM-68;2026-01-25;Katalizator;4;4;138;20
643121853;ZAWIESZONE;2300116;SOS-PRIM-68;2026-01-25;Koncowka drazka kierowniczego;8;8;138;20
284037113;ZAFAKTUROWANE;1502715;POZ-PRIM-57;2026-01-25;Filtr oleju;12;12;1;10
105685387;PRZEKIEROWANE;4779035;POZ-PRIM-71;2026-01-25;Miska olejowa;7;7;1;10
991358895;WYSLANE;8566716;PAR-PRIM-13;2026-01-25;Turbosprezarka;7;7;11;20
363026614;NIEZREALIZOWANE;9071084;MAG-PRIM-15;2026-01-25;Blok silnika;26;26;150;20
249967310;ZAWIESZONE;9071084;MAG-PRIM-15;2026-01-25;Pioro wycieraczki przod;6;3;150;20
249967310;ZAWIESZONE;9071084;MAG-PRIM-15;2026-01-25;Pioro wycieraczki przod;6;3;150;20
818160683;PRZEKIEROWANE;9071084;MAG-PRIM-15;2026-01-25;Termostat;1;1;150;20
249967310;PRZYDZIELONE;4501674;WRO-98@;2026-01-25;Pioro wycieraczki przod;3;3;104;10
453045110;PRZYDZIELONE;1695012;MAG-PRIM-70;2026-01-25;Walek rozrzadu;3;3;150;10
609204872;WSTRZYMANE;2175292;SOS-88@;2026-01-25;Wtryskiwacz paliwa;26;26;138;20
940449931;ZAWIESZONE;2175292;SOS-88@;2026-01-25;Szyba czolowa;26;26;138;20
950044367;PRZYDZIELONE;9132503;WRO-51@;2026-01-25;Wlacznik swiatel;27;10;104;10
950044367;PRZYDZIELONE;9132503;WRO-51@;2026-01-25;Wlacznik swiatel;27;17;104;10
206478299;ZAWIESZONE;9132503;WRO-51@;2026-01-25;Lampa tylna prawa;13;13;104;10
235503870;ZAFAKTUROWANE;9132503;WRO-51@;2026-01-25;Katalizator;2;2;104;10
673725057;ZAFAKTUROWANE;5419989;SOS-PRIM-74;2026-01-25;Chlodnica wody;25;4;138;10
673725057;ZAFAKTUROWANE;5419989;SOS-PRIM-74;2026-01-25;Chlodnica wody;25;21;138;10
71079472;NIEZREALIZOWANE;5419989;SOS-PRIM-74;2026-01-25;Polos napedowa;10;10;138;10
385461171;PRZEKIEROWANE;5419989;SOS-PRIM-74;2026-01-25;Olej przekladniowy;26;26;138;10
178585192;NIEZREALIZOWANE;5419989;SOS-PRIM-74;2026-01-25;Tarcza hamulcowa;12;2;138;10
178585192;NIEZREALIZOWANE;5419989;SOS-PRIM-74;2026-01-25;Tarcza hamulcowa;12;10;138;10
3494630;PRZEKIEROWANE;9375456;SOS-55@;2026-01-25;Szyba czolowa;11;11;138;20
521838280;PRZYDZIELONE;9375456;SOS-55@;2026-01-25;Filtr kabinowy;24;10;138;20
521838280;PRZYDZIELONE;9375456;SOS-55@;2026-01-25;Filtr kabinowy;24;14;138;20
810969828;ZAWIESZONE;5680727;SOS-28@;2026-01-25;Szyba boczna;12;6;138;10
810969828;ZAWIESZONE;5680727;SOS-28@;2026-01-25;Szyba boczna;12;6;138;10
818160683;PRZYDZIELONE;3078009;ASO-94@;2026-01-25;Termostat;2;2;2;10
590357116;ZAFAKTUROWANE;3078009;ASO-94@;2026-01-25;Wentylator chlodnicy;3;3;2;10
401496939;NIEZREALIZOWANE;9470972;POZ-66@;2026-01-25;Fotel kierowcy;14;5;1;10
401496939;NIEZREALIZOWANE;9470972;POZ-66@;2026-01-25;Fotel kierowcy;14;9;1;10
315153362;PRZEKIEROWANE;4690369;VCA-PRIM-70;2026-01-25;Plyn hamulcowy;9;9;126;10
818160683;PRZEKIEROWANE;4690369;VCA-PRIM-70;2026-01-25;Termostat;26;26;126;10
911290105;ZAWIESZONE;4690369;VCA-PRIM-70;2026-01-25;Amortyzator przod;1;1;126;10
407953839;PRZEKIEROWANE;4690369;VCA-PRIM-70;2026-01-25;Przepustnica;1;1;126;10
257119965;ZAFAKTUROWANE;8669778;PAR-PRIM-24;2026-01-25;Miska olejowa;12;12;11;20
555752829;WSTRZYMANE;8669778;PAR-PRIM-24;2026-01-25;Czujnik ABS;17;17;11;20
864421347;ZAFAKTUROWANE;8669778;PAR-PRIM-24;2026-01-25;Drazek kierowniczy;16;16;11;20
298481886;ZAFAKTUROWANE;8669778;PAR-PRIM-24;2026-01-25;Alternator;14;14;11;20
71079472;ZAWIESZONE;2549202;WRO-PRIM-32;2026-01-25;Polos napedowa;19;12;104;10
71079472;ZAWIESZONE;2549202;WRO-PRIM-32;2026-01-25;Polos napedowa;19;7;104;10
286675249;PRZEKIEROWANE;3658187;VCA-ASO-56;2026-01-25;Lampa tylna lewa;23;23;126;10
671420971;NIEZREALIZOWANE;3658187;VCA-ASO-56;2026-01-25;Lacznik stabilizatora;22;2;126;10
671420971;NIEZREALIZOWANE;3658187;VCA-ASO-56;2026-01-25;Lacznik stabilizatora;22;20;126;10
972197337;ZAWIESZONE;6793047;WRO-46@;2026-01-25;Walek rozrzadu;22;13;104;10
972197337;ZAWIESZONE;6793047;WRO-46@;2026-01-25;Walek rozrzadu;22;9;104;10
911290105;WYSLANE;6793047;WRO-46@;2026-01-25;Amortyzator przod;26;7;104;10
911290105;WYSLANE;6793047;WRO-46@;2026-01-25;Amortyzator przod;26;19;104;10
740749735;PRZEKIEROWANE;6793047;WRO-46@;2026-01-25;Sprzeglo dwumasowe;14;14;104;10
428424718;NIEZREALIZOWANE;6793047;WRO-46@;2026-01-25;Lusterko zewnetrzne lewe;28;28;104;10
