P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
173471957;PRZYDZIELONE;9890659;109-9775;2026-04-08;Przekaznik pompy;19;19;138;10
269963851;NIEZREALIZOWANE;9890659;109-9775;2026-04-08;Bezpiecznik glowny;28;28;138;10
941002571;ZAFAKTUROWANE;9890659;109-9775;2026-04-08;Halogen przeciwmgielny;4;4;138;10
282126655;WYSLANE;9890659;109-9775;2026-04-08;Zamek drzwi;26;26;138;10
255565531;NIEZREALIZOWANE;4004909;NT-2491;2026-04-08;Wahacz wzdluzny;25;25;2;20
74694276;WYSLANE;4004909;NT-2491;2026-04-08;Tlok silnika;15;15;2;20
980482440;PRZEKIEROWANE;4004909;NT-2491;2026-04-08;Swieca zaplonowa;11;11;2;20
502574736;WYSLANE;2581301;POZ-PRIM-60;2026-04-08;Silniczek krokowy;12;9;1;10
502574736;WYSLANE;2581301;POZ-PRIM-60;2026-04-08;Silniczek krokowy;12;3;1;10
726610539;PRZYDZIELONE;2581301;POZ-PRIM-60;2026-04-08;Podnosnik szyby;18;18;1;10
284612384;PRZYDZIELONE;2581301;POZ-PRIM-60;2026-04-08;Silniczek krokowy;15;15;1;10
428863029;NIEZREALIZOWANE;3054055;ASO-PRIM-48;2026-04-08;Pompa hamulcowa;11;10;2;10
428863029;NIEZREALIZOWANE;3054055;ASO-PRIM-48;2026-04-08;Pompa hamulcowa;11;1;2;10
790789946;ZAFAKTUROWANE;3054055;ASO-PRIM-48;2026-04-08;Kolektor ssacy;1;1;2;10
957980516;WSTRZYMANE;3054055;ASO-PRIM-48;2026-04-08;Przekaznik pompy;3;2;2;10
957980516;WSTRZYMANE;3054055;ASO-PRIM-48;2026-04-08;Przekaznik pompy;3;1;2;10
453045110;NIEZREALIZOWANE;5494083;ASO-746Y;2026-04-08;Walek rozrzadu;18;18;2;10
547109690;PRZEKIEROWANE;5494083;ASO-746Y;2026-04-08;Modul zaplonowy;13;13;2;10
365351213;WYSLANE;5494083;ASO-746Y;2026-04-08;Wahacz wzdluzny;10;7;2;10
365351213;WYSLANE;5494083;ASO-746Y;2026-04-08;Wahacz wzdluzny;10;3;2;10
481705135;PRZEKIEROWANE;5494083;ASO-746Y;2026-04-08;Katalizator;27;27;2;10
60072915;NIEZREALIZOWANE;8252627;SOS-PRIM-77;2026-04-08;Wal napedowy;15;15;138;10
830085810;ZAWIESZONE;8252627;SOS-PRIM-77;2026-04-08;Sworzen wahacza;28;28;138;10
117744861;WSTRZYMANE;2790978;INT-POZ;2026-04-08;Sonda lambda;23;11;1;10
117744861;WSTRZYMANE;2790978;INT-POZ;2026-04-08;Sonda lambda;23;12;1;10
806258900;PRZEKIEROWANE;2790978;INT-POZ;2026-04-08;Wahacz poprzeczny;24;24;1;10
60072915;ZAWIESZONE;2790978;INT-POZ;2026-04-08;Wal napedowy;14;14;1;10
109757451;ZAWIESZONE;4708602;MAG-24@;2026-04-08;Pompa paliwa;21;6;150;10
109757451;ZAWIESZONE;4708602;MAG-24@;2026-04-08;Pompa paliwa;21;15;150;10
686589303;WSTRZYMANE;9577876;POZ-PRIM-98;2026-04-08;Kolektor wydechowy;15;2;1;10
686589303;WSTRZYMANE;9577876;POZ-PRIM-98;2026-04-08;Kolektor wydechowy;15;13;1;10
790789946;ZAFAKTUROWANE;9577876;POZ-PRIM-98;2026-04-08;Kolektor ssacy;1;1;1;10
264824270;PRZEKIEROWANE;9577876;POZ-PRIM-98;2026-04-08;Zamek drzwi;15;15;1;10
602774446;PRZEKIEROWANE;9577876;POZ-PRIM-98;2026-04-08;Wlacznik swiatel;6;3;1;10
602774446;PRZEKIEROWANE;9577876;POZ-PRIM-98;2026-04-08;Wlacznik swiatel;6;3;1;10
671420971;WSTRZYMANE;4491779;VCA-92@;2026-04-08;Lacznik stabilizatora;12;12;126;10
765533129;ZAFAKTUROWANE;4491779;VCA-92@;2026-04-08;Guma stabilizatora;26;15;126;10
765533129;ZAFAKTUROWANE;4491779;VCA-92@;2026-04-08;Guma stabilizatora;26;11;126;10
609204872;ZAWIESZONE;4491779;VCA-92@;2026-04-08;Wtryskiwacz paliwa;27;27;126;10
114267751;ZAWIESZONE;4211206;ASO-23@;2026-04-08;Pioro wycieraczki tyl;10;5;2;10
114267751;ZAWIESZONE;4211206;ASO-23@;2026-04-08;Pioro wycieraczki tyl;10;5;2;10
806258900;WSTRZYMANE;4211206;ASO-23@;2026-04-08;Wahacz poprzeczny;20;20;2;10
