P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
365351213;PRZEKIEROWANE;6707318;ASO-PRIM-92;2026-02-08;Wahacz wzdluzny;13;13;2;10
76092500;WSTRZYMANE;6707318;ASO-PRIM-92;2026-02-08;Czujnik temperatury;13;10;2;10
76092500;WSTRZYMANE;6707318;ASO-PRIM-92;2026-02-08;Czujnik temperatury;13;3;2;10
765533129;NIEZREALIZOWANE;6707318;ASO-PRIM-92;2026-02-08;Guma stabilizatora;18;18;2;10
502574736;ZAWIESZONE;2450520;POZ-298Y;2026-02-08;Silniczek krokowy;10;10;1;20
810969828;ZAFAKTUROWANE;2450520;POZ-298Y;2026-02-08;Szyba boczna;30;13;1;20
810969828;ZAFAKTUROWANE;2450520;POZ-298Y;2026-02-08;Szyba boczna;30;17;1;20
825286600;WSTRZYMANE;2450520;POZ-298Y;2026-02-08;Drzwi przednie prawe;21;21;1;20
573538321;WYSLANE;2450520;POZ-298Y;2026-02-08;Szyba boczna;4;4;1;20
129937269;WYSLANE;2450520;POZ-298Y;2026-02-08;Amortyzator tyl;13;13;1;20
453001960;PRZYDZIELONE;2450520;POZ-298Y;2026-02-08;Pasek wieloklinowy;17;14;1;20
453001960;PRZYDZIELONE;2450520;POZ-298Y;2026-02-08;Pasek wieloklinowy;17;3;1;20
927547643;WSTRZYMANE;2450520;POZ-298Y;2026-02-08;Szyba boczna;3;3;1;20
419222169;ZAWIESZONE;2450520;POZ-298Y;2026-02-08;Lozysko amortyzatora;26;26;1;20
93359856;ZAWIESZONE;2450520;POZ-298Y;2026-02-08;Zderzak przedni;10;10;1;20
269963851;NIEZREALIZOWANE;1333196;WRO-50@;2026-02-08;Bezpiecznik glowny;25;25;104;10
810969828;PRZEKIEROWANE;1333196;WRO-50@;2026-02-08;Szyba boczna;15;15;104;10
475818013;NIEZREALIZOWANE;1333196;WRO-50@;2026-02-08;Filtr oleju;18;18;104;10
864421347;ZAFAKTUROWANE;1333196;WRO-50@;2026-02-08;Drazek kierowniczy;5;5;104;10
850498739;PRZEKIEROWANE;4857756;PAR-97@;2026-02-08;Reflektor lewy LED;21;21;11;10
101291557;ZAFAKTUROWANE;6408698;ASO-99@;2026-02-08;Przepustnica;13;13;2;10
936777846;PRZEKIEROWANE;6408698;ASO-99@;2026-02-08;Blotnik lewy;7;7;2;10
249967310;NIEZREALIZOWANE;6408698;ASO-99@;2026-02-08;Pioro wycieraczki przod;5;5;2;10
264824270;WYSLANE;6408698;ASO-99@;2026-02-08;Zamek drzwi;14;14;2;10
241276931;ZAFAKTUROWANE;8305514;ASO-PRIM-68;2026-02-08;Pompa oleju;8;8;2;10
409770584;PRZYDZIELONE;8305514;ASO-PRIM-68;2026-02-08;Zderzak tylny;21;21;2;10
903745581;WSTRZYMANE;2005900;MAG-PRIM-96;2026-02-08;Drzwi przednie lewe;7;7;150;10
365351213;WYSLANE;4090165;POZ-PRIM-43;2026-02-08;Wahacz wzdluzny;20;20;1;10
306294028;WSTRZYMANE;4090165;POZ-PRIM-43;2026-02-08;Beben hamulcowy;8;8;1;10
