P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
580461872;PRZYDZIELONE;8255765;VCA-207Y;2026-01-08;Olej silnikowy 5W30;17;17;126;10
677651645;WSTRZYMANE;5215259;PAR-203Y;2026-01-08;Miska olejowa;14;14;11;10
972197337;PRZEKIEROWANE;9184965;WRO-58@;2026-01-08;Walek rozrzadu;4;4;104;20
453300810;ZAFAKTUROWANE;5003283;PAR-63@;2026-01-08;Zderzak tylny;28;28;11;10
262873730;PRZYDZIELONE;9770547;POZ-ASO-65;2026-01-08;Chlodnica wody;21;14;1;10
262873730;PRZYDZIELONE;9770547;POZ-ASO-65;2026-01-08;Chlodnica wody;21;7;1;10
703781909;WSTRZYMANE;1476046;SOS-55@;2026-01-08;Modul zaplonowy;23;23;138;10
836053811;WYSLANE;1476046;SOS-55@;2026-01-08;Silniczek krokowy;26;26;138;10
409770584;PRZEKIEROWANE;6400269;SOS-32@;2026-01-08;Zderzak tylny;10;10;138;10
142078763;WSTRZYMANE;6400269;SOS-32@;2026-01-08;Szyba czolowa;3;3;138;10
765533129;ZAFAKTUROWANE;6400269;SOS-32@;2026-01-08;Guma stabilizatora;20;20;138;10
62969284;NIEZREALIZOWANE;7420579;ASO-54@;2026-01-08;Wentylator chlodnicy;7;7;2;10
710036086;WSTRZYMANE;7420579;ASO-54@;2026-01-08;Wal napedowy;17;17;2;10
249967310;ZAWIESZONE;7420579;ASO-54@;2026-01-08;Pioro wycieraczki przod;10;10;2;10
980482440;ZAFAKTUROWANE;3984802;VCA-PRIM-19;2026-01-08;Swieca zaplonowa;5;3;126;20
980482440;ZAFAKTUROWANE;3984802;VCA-PRIM-19;2026-01-08;Swieca zaplonowa;5;2;126;20
388312652;NIEZREALIZOWANE;3984802;VCA-PRIM-19;2026-01-08;Swieca zarowa;20;20;126;20
590917304;WYSLANE;3984802;VCA-PRIM-19;2026-01-08;Przepustnica;11;11;126;20
850498739;WYSLANE;3984802;VCA-PRIM-19;2026-01-08;Reflektor lewy LED;2;2;126;20
380434119;NIEZREALIZOWANE;5593405;POZ-PRIM-98;2026-01-08;Beben hamulcowy;28;28;1;10
262873730;ZAFAKTUROWANE;5593405;POZ-PRIM-98;2026-01-08;Chlodnica wody;15;15;1;10
388312652;WYSLANE;5593405;POZ-PRIM-98;2026-01-08;Swieca zarowa;19;19;1;10
239680711;NIEZREALIZOWANE;5593405;POZ-PRIM-98;2026-01-08;Katalizator;28;28;1;10
235503870;PRZYDZIELONE;7494523;SOS-43@;2026-01-08;Katalizator;5;5;138;10
428424718;WYSLANE;7494523;SOS-43@;2026-01-08;Lusterko zewnetrzne lewe;23;23;138;10
54328806;ZAFAKTUROWANE;3160312;NT-8794;2026-01-08;Drzwi tylne lewe;8;8;1;20
68222356;PRZEKIEROWANE;3160312;NT-8794;2026-01-08;Zacisk hamulcowy tyl;27;27;1;20
453300810;PRZEKIEROWANE;8346255;VCA-PRIM-18;2026-01-08;Zderzak tylny;5;5;126;10
169830594;WSTRZYMANE;2097443;SOS-13@;2026-01-08;Alternator;18;18;138;10
262873730;WYSLANE;2097443;SOS-13@;2026-01-08;Chlodnica wody;11;11;138;10
924876553;PRZEKIEROWANE;9522069;VCA-97@;2026-01-08;Plyn chlodniczy;25;25;126;10
441427711;PRZEKIEROWANE;9888098;VCA-PRIM-34;2026-01-08;Rozrusznik;11;7;126;10
441427711;PRZEKIEROWANE;9888098;VCA-PRIM-34;2026-01-08;Rozrusznik;11;4;126;10
819805579;PRZYDZIELONE;7500351;MAG-PRIM-99;2026-01-08;Pompa wspomagania;14;14;150;10
964039981;PRZYDZIELONE;7500351;MAG-PRIM-99;2026-01-08;Cewka zaplonowa;6;6;150;10
726610539;PRZEKIEROWANE;4802391;NT-6565;2026-01-08;Podnosnik szyby;12;9;11;10
726610539;PRZEKIEROWANE;4802391;NT-6565;2026-01-08;Podnosnik szyby;12;3;11;10
718319417;PRZEKIEROWANE;4802391;NT-6565;2026-01-08;Przewody zaplonowe;1;1;11;10
585136461;PRZEKIEROWANE;4802391;NT-6565;2026-01-08;Szczeki hamulcowe;10;10;11;10
765533129;NIEZREALIZOWANE;7288704;MAG-276Y;2026-01-08;Guma stabilizatora;12;8;150;20
765533129;NIEZREALIZOWANE;7288704;MAG-276Y;2026-01-08;Guma stabilizatora;12;4;150;20
262873730;ZAWIESZONE;7288704;MAG-276Y;2026-01-08;Chlodnica wody;23;23;150;20
