P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
6987991;ZAFAKTUROWANE;7485198;ASO-PRIM-67;2026-03-21;Fotel kierowcy;11;11;2;20
865251839;WSTRZYMANE;2086594;PAR-PRIM-66;2026-03-21;Chlodnica wody;12;12;11;20
940449931;NIEZREALIZOWANE;2086594;PAR-PRIM-66;2026-03-21;Szyba czolowa;7;7;11;20
475818013;NIEZREALIZOWANE;2086594;PAR-PRIM-66;2026-03-21;Filtr oleju;15;15;11;20
924265163;PRZEKIEROWANE;7304617;WRO-PRIM-77;2026-03-21;Glowica silnika;15;15;104;10
235819993;PRZYDZIELONE;7304617;WRO-PRIM-77;2026-03-21;Reflektor lewy LED;10;10;104;10
573538321;WYSLANE;7304617;WRO-PRIM-77;2026-03-21;Szyba boczna;27;27;104;10
950756571;NIEZREALIZOWANE;7304617;WRO-PRIM-77;2026-03-21;Pioro wycieraczki przod;2;2;104;10
365351213;ZAWIESZONE;3340698;POZ-PRIM-51;2026-03-21;Wahacz wzdluzny;3;3;1;10
406929288;ZAFAKTUROWANE;3340698;POZ-PRIM-51;2026-03-21;Silnik kompletny;29;29;1;10
502574736;NIEZREALIZOWANE;3340698;POZ-PRIM-51;2026-03-21;Silniczek krokowy;18;18;1;10
365270635;NIEZREALIZOWANE;3340698;POZ-PRIM-51;2026-03-21;Kolektor wydechowy;2;2;1;10
15856122;PRZYDZIELONE;2718852;MAG-50@;2026-03-21;Pompa paliwa;3;3;150;10
32004523;PRZYDZIELONE;2718852;MAG-50@;2026-03-21;Pompa paliwa;5;1;150;10
32004523;PRZYDZIELONE;2718852;MAG-50@;2026-03-21;Pompa paliwa;5;4;150;10
936777846;ZAWIESZONE;2718852;MAG-50@;2026-03-21;Blotnik lewy;2;2;150;10
93359856;PRZEKIEROWANE;2718852;MAG-50@;2026-03-21;Zderzak przedni;25;2;150;10
93359856;PRZEKIEROWANE;2718852;MAG-50@;2026-03-21;Zderzak przedni;25;23;150;10
178585192;WYSLANE;1351997;MAG-IC-52;2026-03-21;Tarcza hamulcowa;2;2;150;10
129937269;WYSLANE;1351997;MAG-IC-52;2026-03-21;Amortyzator tyl;19;19;150;10
105685387;NIEZREALIZOWANE;1351997;MAG-IC-52;2026-03-21;Miska olejowa;5;1;150;10
105685387;NIEZREALIZOWANE;1351997;MAG-IC-52;2026-03-21;Miska olejowa;5;4;150;10
15856122;PRZYDZIELONE;8295349;SOS-93@;2026-03-21;Pompa paliwa;6;2;138;10
15856122;PRZYDZIELONE;8295349;SOS-93@;2026-03-21;Pompa paliwa;6;4;138;10
453300810;PRZEKIEROWANE;8295349;SOS-93@;2026-03-21;Zderzak tylny;8;8;138;10
267002705;WSTRZYMANE;8295349;SOS-93@;2026-03-21;Rolka napinacza;10;10;138;10
257119965;PRZYDZIELONE;8295349;SOS-93@;2026-03-21;Miska olejowa;13;13;138;10
241276931;WYSLANE;3196745;ASO-PRIM-36;2026-03-21;Pompa oleju;29;29;2;20
84621066;PRZEKIEROWANE;8802231;SOS-91@;2026-03-21;Bezpiecznik glowny;23;23;138;20
850498739;PRZYDZIELONE;8802231;SOS-91@;2026-03-21;Reflektor lewy LED;19;19;138;20
204245259;WSTRZYMANE;8802231;SOS-91@;2026-03-21;Wlacznik swiatel;13;2;138;20
204245259;WSTRZYMANE;8802231;SOS-91@;2026-03-21;Wlacznik swiatel;13;11;138;20
590917304;NIEZREALIZOWANE;8802231;SOS-91@;2026-03-21;Przepustnica;5;2;138;20
590917304;NIEZREALIZOWANE;8802231;SOS-91@;2026-03-21;Przepustnica;5;3;138;20
437087308;WSTRZYMANE;7153556;PAR-PRIM-72;2026-03-21;Rolka napinacza;4;4;11;10
269963851;WSTRZYMANE;7153556;PAR-PRIM-72;2026-03-21;Bezpiecznik glowny;3;3;11;10
686589303;ZAFAKTUROWANE;9120123;MAG-PRIM-60;2026-03-21;Kolektor wydechowy;9;9;150;10
60072915;PRZEKIEROWANE;9120123;MAG-PRIM-60;2026-03-21;Wal napedowy;7;7;150;10
76677861;ZAFAKTUROWANE;9120123;MAG-PRIM-60;2026-03-21;Blotnik lewy;28;28;150;10
424816516;WYSLANE;3671053;WRO-94@;2026-03-21;Zbiorniczek wyrownawczy;6;5;104;10
424816516;WYSLANE;3671053;WRO-94@;2026-03-21;Zbiorniczek wyrownawczy;6;1;104;10
235819993;PRZYDZIELONE;3671053;WRO-94@;2026-03-21;Reflektor lewy LED;3;3;104;10
470416376;PRZEKIEROWANE;4129219;ASO-PRIM-41;2026-03-21;Chlodnica klimatyzacji;24;24;2;10
980482440;PRZYDZIELONE;4129219;ASO-PRIM-41;2026-03-21;Swieca zaplonowa;11;11;2;10
299095574;ZAFAKTUROWANE;4129219;ASO-PRIM-41;2026-03-21;Rozrusznik;19;19;2;10
454350903;ZAWIESZONE;4129219;ASO-PRIM-41;2026-03-21;Polos napedowa;11;11;2;10
173471957;WSTRZYMANE;1465215;MAG-VCAR-85;2026-03-21;Przekaznik pompy;17;17;150;10
701652483;PRZEKIEROWANE;1465215;MAG-VCAR-85;2026-03-21;Drzwi przednie prawe;19;19;150;10
50600821;WYSLANE;1465215;MAG-VCAR-85;2026-03-21;Pioro wycieraczki przod;30;30;150;10
129937269;PRZYDZIELONE;1465215;MAG-VCAR-85;2026-03-21;Amortyzator tyl;4;4;150;10
91979690;ZAFAKTUROWANE;7218668;POZ-12@;2026-03-21;Szyba boczna;11;11;1;10
289864268;WYSLANE;7218668;POZ-12@;2026-03-21;Drzwi przednie lewe;13;13;1;10
241276931;ZAFAKTUROWANE;7218668;POZ-12@;2026-03-21;Pompa oleju;27;27;1;10
924265163;ZAFAKTUROWANE;2646291;PAR-PRIM-53;2026-03-21;Glowica silnika;5;5;11;10
453045110;PRZEKIEROWANE;2646291;PAR-PRIM-53;2026-03-21;Walek rozrzadu;2;2;11;10
282126655;NIEZREALIZOWANE;7788938;WRO-21@;2026-03-21;Zamek drzwi;23;23;104;10
903745581;PRZYDZIELONE;4073477;NT-7200;2026-03-21;Drzwi przednie lewe;28;28;2;10
475818013;WYSLANE;4073477;NT-7200;2026-03-21;Filtr oleju;21;21;2;10
850498739;NIEZREALIZOWANE;4073477;NT-7200;2026-03-21;Reflektor lewy LED;25;24;2;10
850498739;NIEZREALIZOWANE;4073477;NT-7200;2026-03-21;Reflektor lewy LED;25;1;2;10
213589170;PRZYDZIELONE;4061245;POZ-279Y;2026-03-21;Sonda lambda;28;28;1;20
545129047;ZAWIESZONE;4061245;POZ-279Y;2026-03-21;Czujnik parkowania;2;2;1;20
950044367;PRZEKIEROWANE;4061245;POZ-279Y;2026-03-21;Wlacznik swiatel;23;23;1;20
32004523;NIEZREALIZOWANE;4061245;POZ-279Y;2026-03-21;Pompa paliwa;25;25;1;20
406929288;PRZYDZIELONE;4061245;POZ-279Y;2026-03-21;Silnik kompletny;2;2;1;20
397488786;WSTRZYMANE;1219237;VCA-PRIM-41;2026-03-21;Lozysko kola;25;25;126;20
364333393;PRZEKIEROWANE;1219237;VCA-PRIM-41;2026-03-21;Pasy bezpieczenstwa;30;30;126;20
936777846;ZAWIESZONE;3187457;PAR-PRIM-78;2026-03-21;Blotnik lewy;22;9;11;20
936777846;ZAWIESZONE;3187457;PAR-PRIM-78;2026-03-21;Blotnik lewy;22;13;11;20
697818098;ZAFAKTUROWANE;9077515;WRO-62@;2026-03-21;Lampa tylna lewa;11;11;104;10
441427711;ZAFAKTUROWANE;9077515;WRO-62@;2026-03-21;Rozrusznik;7;7;104;10
865251839;ZAWIESZONE;9077515;WRO-62@;2026-03-21;Chlodnica wody;29;29;104;10
492698426;ZAWIESZONE;8383848;PAR-43@;2026-03-21;Filtr DPF;28;28;11;10
123008994;PRZEKIEROWANE;8853336;VCA-88@;2026-03-21;Reflektor lewy LED;17;14;126;10
123008994;PRZEKIEROWANE;8853336;VCA-88@;2026-03-21;Reflektor lewy LED;17;3;126;10
981997993;PRZYDZIELONE;8853336;VCA-88@;2026-03-21;Drzwi przednie prawe;10;10;126;10
730458745;PRZEKIEROWANE;1952893;MAG-16@;2026-03-21;Szyba czolowa;19;19;150;10
453045110;PRZYDZIELONE;1952893;MAG-16@;2026-03-21;Walek rozrzadu;28;28;150;10
206478299;WYSLANE;1952893;MAG-16@;2026-03-21;Lampa tylna prawa;2;2;150;10
224966459;NIEZREALIZOWANE;1952893;MAG-16@;2026-03-21;Lusterko zewnetrzne lewe;30;30;150;10
257119965;ZAFAKTUROWANE;9479143;PAR-PRIM-87;2026-03-21;Miska olejowa;22;22;11;10
545129047;PRZEKIEROWANE;9479143;PAR-PRIM-87;2026-03-21;Czujnik parkowania;6;6;11;10
521838280;NIEZREALIZOWANE;9479143;PAR-PRIM-87;2026-03-21;Filtr kabinowy;30;15;11;10
521838280;NIEZREALIZOWANE;9479143;PAR-PRIM-87;2026-03-21;Filtr kabinowy;30;15;11;10
682570971;WSTRZYMANE;1670202;WRO-35@;2026-03-21;Filtr paliwa;5;5;104;20
980482440;WSTRZYMANE;1670202;WRO-35@;2026-03-21;Swieca zaplonowa;10;3;104;20
980482440;WSTRZYMANE;1670202;WRO-35@;2026-03-21;Swieca zaplonowa;10;7;104;20
555752829;ZAWIESZONE;6196162;SOS-PRIM-36;2026-03-21;Czujnik ABS;26;26;138;10
299095574;PRZEKIEROWANE;6196162;SOS-PRIM-36;2026-03-21;Rozrusznik;20;20;138;10
247093812;PRZYDZIELONE;6196162;SOS-PRIM-36;2026-03-21;Zderzak przedni;29;29;138;10
824980419;PRZEKIEROWANE;6196162;SOS-PRIM-36;2026-03-21;Deska rozdzielcza;2;2;138;10
903745581;ZAFAKTUROWANE;9350401;ASO-355X;2026-03-21;Drzwi przednie lewe;4;4;2;10
864421347;PRZEKIEROWANE;9350401;ASO-355X;2026-03-21;Drazek kierowniczy;12;12;2;10
284612384;ZAFAKTUROWANE;9350401;ASO-355X;2026-03-21;Silniczek krokowy;28;28;2;10
882413818;PRZYDZIELONE;9350401;ASO-355X;2026-03-21;Walek rozrzadu;15;15;2;10
507860824;PRZYDZIELONE;9350401;ASO-355X;2026-03-21;Filtr oleju;20;20;2;10
957980516;ZAFAKTUROWANE;9350401;ASO-355X;2026-03-21;Przekaznik pompy;23;23;2;10
865251839;WSTRZYMANE;9350401;ASO-355X;2026-03-21;Chlodnica wody;20;6;2;10
865251839;WSTRZYMANE;9350401;ASO-355X;2026-03-21;Chlodnica wody;20;14;2;10
726610539;WYSLANE;9350401;ASO-355X;2026-03-21;Podnosnik szyby;4;4;2;10
206478299;WYSLANE;2418796;ASO-PRIM-22;2026-03-21;Lampa tylna prawa;25;25;2;10
109757451;WSTRZYMANE;2418796;ASO-PRIM-22;2026-03-21;Pompa paliwa;9;9;2;10
101291557;ZAWIESZONE;2418796;ASO-PRIM-22;2026-03-21;Przepustnica;16;16;2;10
234770738;WSTRZYMANE;4268043;PAR-584Y;2026-03-21;Wal napedowy;26;26;11;10
314807776;PRZEKIEROWANE;5362783;WRO-PRIM-82;2026-03-21;Filtr paliwa;26;26;104;10
62969284;NIEZREALIZOWANE;3625044;MAG-95@;2026-03-21;Wentylator chlodnicy;22;22;150;10
542631108;NIEZREALIZOWANE;3625044;MAG-95@;2026-03-21;Blotnik lewy;14;14;150;10
117744861;WSTRZYMANE;3625044;MAG-95@;2026-03-21;Sonda lambda;6;6;150;10
26865092;WYSLANE;3625044;MAG-95@;2026-03-21;Podnosnik szyby;24;18;150;10
26865092;WYSLANE;3625044;MAG-95@;2026-03-21;Podnosnik szyby;24;6;150;10
708412051;WYSLANE;4056097;PAR-45@;2026-03-21;Akumulator 12V;8;8;11;20
298481886;ZAWIESZONE;4056097;PAR-45@;2026-03-21;Alternator;11;11;11;20
806258900;ZAFAKTUROWANE;4056097;PAR-45@;2026-03-21;Wahacz poprzeczny;9;9;11;20
114267751;PRZYDZIELONE;4056097;PAR-45@;2026-03-21;Pioro wycieraczki tyl;15;15;11;20
850498739;PRZEKIEROWANE;8618541;WRO-PRIM-55;2026-03-21;Reflektor lewy LED;19;19;104;10
493313705;ZAWIESZONE;8618541;WRO-PRIM-55;2026-03-21;Wlacznik swiatel;30;30;104;10
235819993;PRZEKIEROWANE;7654337;MAG-PRIM-43;2026-03-21;Reflektor lewy LED;20;20;150;10
62969284;PRZEKIEROWANE;7654337;MAG-PRIM-43;2026-03-21;Wentylator chlodnicy;9;9;150;10
740749735;PRZYDZIELONE;7654337;MAG-PRIM-43;2026-03-21;Sprzeglo dwumasowe;11;11;150;10
686589303;PRZYDZIELONE;4648488;VCA-PRIM-73;2026-03-21;Kolektor wydechowy;17;17;126;10
267002705;WYSLANE;4648488;VCA-PRIM-73;2026-03-21;Rolka napinacza;28;15;126;10
267002705;WYSLANE;4648488;VCA-PRIM-73;2026-03-21;Rolka napinacza;28;13;126;10
432321310;WSTRZYMANE;4648488;VCA-PRIM-73;2026-03-21;Szyba boczna;26;26;126;10
521838280;WYSLANE;4648488;VCA-PRIM-73;2026-03-21;Filtr kabinowy;27;27;126;10
