P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
927547643;WSTRZYMANE;7094934;VCA-70@;2026-04-04;Szyba boczna;15;15;126;10
289864268;PRZYDZIELONE;7094934;VCA-70@;2026-04-04;Drzwi przednie lewe;3;1;126;10
289864268;PRZYDZIELONE;7094934;VCA-70@;2026-04-04;Drzwi przednie lewe;3;2;126;10
818160683;PRZYDZIELONE;7094934;VCA-70@;2026-04-04;Termostat;10;10;126;10
236466621;WSTRZYMANE;2414248;ASO-67@;2026-04-04;Silnik kompletny;22;22;2;10
923036480;PRZYDZIELONE;2773506;WRO-21MOT;2026-04-04;Przekladnia kierownicza;22;22;104;10
91979690;PRZYDZIELONE;2773506;WRO-21MOT;2026-04-04;Szyba boczna;8;8;104;10
50600821;WSTRZYMANE;2773506;WRO-21MOT;2026-04-04;Pioro wycieraczki przod;15;15;104;10
810969828;ZAFAKTUROWANE;2773506;WRO-21MOT;2026-04-04;Szyba boczna;24;24;104;10
15856122;NIEZREALIZOWANE;4269397;MAG-PRIM-53;2026-04-04;Pompa paliwa;11;11;150;20
542631108;WYSLANE;4269397;MAG-PRIM-53;2026-04-04;Blotnik lewy;16;16;150;20
247093812;PRZYDZIELONE;4269397;MAG-PRIM-53;2026-04-04;Zderzak przedni;24;24;150;20
120127054;NIEZREALIZOWANE;9595678;PAR-PRIM-36;2026-04-04;Pompa hamulcowa;3;3;11;10
927547643;PRZYDZIELONE;3802696;109-3934;2026-04-04;Szyba boczna;18;18;104;10
545108869;PRZYDZIELONE;3802696;109-3934;2026-04-04;Blotnik lewy;29;29;104;10
142078763;ZAWIESZONE;6466327;WRO-PRIM-57;2026-04-04;Szyba czolowa;14;14;104;10
6987991;WSTRZYMANE;4427570;POZ-PRIM-60;2026-04-04;Fotel kierowcy;1;1;1;10
247093812;WYSLANE;3337022;VCA-PRIM-63;2026-04-04;Zderzak przedni;19;19;126;10
924265163;WYSLANE;5430603;ASO-84@;2026-04-04;Glowica silnika;16;16;2;10
994688970;ZAWIESZONE;5430603;ASO-84@;2026-04-04;Klamka zewnetrzna;27;27;2;10
701652483;PRZEKIEROWANE;6552264;ASO-429Y;2026-04-04;Drzwi przednie prawe;24;24;2;10
306294028;WSTRZYMANE;6552264;ASO-429Y;2026-04-04;Beben hamulcowy;28;28;2;10
286675249;ZAWIESZONE;6552264;ASO-429Y;2026-04-04;Lampa tylna lewa;2;2;2;10
