P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
32004523;PRZEKIEROWANE;3334503;PAR-52@;2026-04-05;Pompa paliwa;5;5;11;20
3494630;ZAFAKTUROWANE;4878361;POZ-PRIM-87;2026-04-05;Szyba czolowa;18;18;1;20
865251839;WSTRZYMANE;3530844;PAR-PRIM-33;2026-04-05;Chlodnica wody;17;17;11;20
830085810;NIEZREALIZOWANE;3530844;PAR-PRIM-33;2026-04-05;Sworzen wahacza;2;2;11;20
235503870;PRZYDZIELONE;3530844;PAR-PRIM-33;2026-04-05;Katalizator;4;4;11;20
3494630;WSTRZYMANE;3530844;PAR-PRIM-33;2026-04-05;Szyba czolowa;18;18;11;20
363026614;WSTRZYMANE;8739217;MAG-70@;2026-04-05;Blok silnika;20;12;150;10
363026614;WSTRZYMANE;8739217;MAG-70@;2026-04-05;Blok silnika;20;8;150;10
950044367;PRZYDZIELONE;8739217;MAG-70@;2026-04-05;Wlacznik swiatel;20;20;150;10
365351213;PRZEKIEROWANE;5661834;SOS-PRIM-92;2026-04-05;Wahacz wzdluzny;12;12;138;20
718319417;PRZYDZIELONE;5661834;SOS-PRIM-92;2026-04-05;Przewody zaplonowe;27;27;138;20
85685980;PRZEKIEROWANE;5661834;SOS-PRIM-92;2026-04-05;Plyn chlodniczy;25;25;138;20
269963851;PRZEKIEROWANE;5661834;SOS-PRIM-92;2026-04-05;Bezpiecznik glowny;5;5;138;20
972197337;WYSLANE;2714113;VCA-66@;2026-04-05;Walek rozrzadu;29;29;126;10
681812744;WSTRZYMANE;3155019;VCA-PRIM-43;2026-04-05;Wentylator chlodnicy;30;30;126;10
718319417;ZAFAKTUROWANE;3042023;POZ-PRIM-78;2026-04-05;Przewody zaplonowe;25;25;1;10
249967310;ZAWIESZONE;3042023;POZ-PRIM-78;2026-04-05;Pioro wycieraczki przod;15;5;1;10
