P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
363026614;WSTRZYMANE;1509323;SOS-26@;2026-01-29;Blok silnika;27;27;138;10
675006843;WYSLANE;1509323;SOS-26@;2026-01-29;Maska silnika;9;9;138;10
941002571;ZAWIESZONE;5941346;ASO-PRIM-27;2026-01-29;Halogen przeciwmgielny;25;25;2;10
836053811;ZAFAKTUROWANE;5941346;ASO-PRIM-27;2026-01-29;Silniczek krokowy;2;2;2;10
46664552;WYSLANE;9108675;WRO-PRIM-17;2026-01-29;Szyba boczna;17;17;104;10
819805579;NIEZREALIZOWANE;9108675;WRO-PRIM-17;2026-01-29;Pompa wspomagania;20;2;104;10
819805579;NIEZREALIZOWANE;9108675;WRO-PRIM-17;2026-01-29;Pompa wspomagania;20;18;104;10
521838280;WSTRZYMANE;2759165;PAR-96@;2026-01-29;Filtr kabinowy;2;2;11;10
903745581;NIEZREALIZOWANE;2759165;PAR-96@;2026-01-29;Drzwi przednie lewe;13;4;11;10
903745581;NIEZREALIZOWANE;2759165;PAR-96@;2026-01-29;Drzwi przednie lewe;13;9;11;10
865251839;PRZYDZIELONE;2759165;PAR-96@;2026-01-29;Chlodnica wody;2;2;11;10
865251839;PRZYDZIELONE;1516801;POZ-97@;2026-01-29;Chlodnica wody;28;28;1;10
911290105;WYSLANE;5030711;VCA-466X;2026-01-29;Amortyzator przod;20;20;126;10
385461171;WSTRZYMANE;5030711;VCA-466X;2026-01-29;Olej przekladniowy;25;25;126;10
46664552;PRZEKIEROWANE;5030711;VCA-466X;2026-01-29;Szyba boczna;24;24;126;10
453300810;NIEZREALIZOWANE;5030711;VCA-466X;2026-01-29;Zderzak tylny;27;27;126;10
941002571;NIEZREALIZOWANE;5030711;VCA-466X;2026-01-29;Halogen przeciwmgielny;2;2;126;10
236466621;ZAFAKTUROWANE;5030711;VCA-466X;2026-01-29;Silnik kompletny;8;8;126;10
117744861;WSTRZYMANE;5030711;VCA-466X;2026-01-29;Sonda lambda;16;16;126;10
947461608;NIEZREALIZOWANE;5030711;VCA-466X;2026-01-29;Swieca zarowa;23;12;126;10
