P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
235503870;PRZEKIEROWANE;5215046;SOS-40@;2026-03-11;Katalizator;9;9;138;10
806258900;ZAWIESZONE;5215046;SOS-40@;2026-03-11;Wahacz poprzeczny;22;22;138;10
363026614;NIEZREALIZOWANE;2355773;PAR-825Y;2026-03-11;Blok silnika;18;18;11;10
453001960;ZAFAKTUROWANE;2355773;PAR-825Y;2026-03-11;Pasek wieloklinowy;24;24;11;10
726610539;PRZYDZIELONE;2355773;PAR-825Y;2026-03-11;Podnosnik szyby;28;3;11;10
726610539;PRZYDZIELONE;2355773;PAR-825Y;2026-03-11;Podnosnik szyby;28;25;11;10
571998889;WSTRZYMANE;2355773;PAR-825Y;2026-03-11;Kanapa tylna;1;1;11;10
397488786;WSTRZYMANE;2355773;PAR-825Y;2026-03-11;Lozysko kola;20;20;11;10
71079472;WYSLANE;2355773;PAR-825Y;2026-03-11;Polos napedowa;18;18;11;10
708412051;ZAFAKTUROWANE;2355773;PAR-825Y;2026-03-11;Akumulator 12V;16;16;11;10
169830594;ZAFAKTUROWANE;2355773;PAR-825Y;2026-03-11;Alternator;22;22;11;10
950756571;PRZYDZIELONE;2355773;PAR-825Y;2026-03-11;Pioro wycieraczki przod;14;14;11;10
235819993;PRZYDZIELONE;5240245;SOS-34@;2026-03-11;Reflektor lewy LED;21;21;138;20
123008994;PRZEKIEROWANE;5240245;SOS-34@;2026-03-11;Reflektor lewy LED;9;9;138;20
825286600;ZAFAKTUROWANE;5240245;SOS-34@;2026-03-11;Drzwi przednie prawe;7;7;138;20
15856122;NIEZREALIZOWANE;5240245;SOS-34@;2026-03-11;Pompa paliwa;21;20;138;20
15856122;NIEZREALIZOWANE;5240245;SOS-34@;2026-03-11;Pompa paliwa;21;1;138;20
708412051;PRZYDZIELONE;1387708;VCA-56@;2026-03-11;Akumulator 12V;29;29;126;20
824980419;NIEZREALIZOWANE;8834219;SOS-27@;2026-03-11;Deska rozdzielcza;25;25;138;20
32004523;PRZEKIEROWANE;1985311;VCA-29@;2026-03-11;Pompa paliwa;16;9;126;20
32004523;PRZEKIEROWANE;1985311;VCA-29@;2026-03-11;Pompa paliwa;16;7;126;20
830085810;NIEZREALIZOWANE;1985311;VCA-29@;2026-03-11;Sworzen wahacza;11;11;126;20
284422919;WYSLANE;1985311;VCA-29@;2026-03-11;Katalizator;27;27;126;20
298481886;ZAFAKTUROWANE;4660896;PAR-94@;2026-03-11;Alternator;8;8;11;10
166954844;PRZYDZIELONE;4660896;PAR-94@;2026-03-11;Polos napedowa;20;20;11;10
235503870;WYSLANE;6529979;PAR-41@;2026-03-11;Katalizator;7;7;11;20
348205935;NIEZREALIZOWANE;3096031;SOS-11@;2026-03-11;Olej silnikowy 5W30;9;9;138;10
710036086;ZAWIESZONE;1057480;POZ-95@;2026-03-11;Wal napedowy;7;6;1;10
710036086;ZAWIESZONE;1057480;POZ-95@;2026-03-11;Wal napedowy;7;1;1;10
173471957;WYSLANE;2100846;MAG-13@;2026-03-11;Przekaznik pompy;7;4;150;10
173471957;WYSLANE;2100846;MAG-13@;2026-03-11;Przekaznik pompy;7;3;150;10
850498739;WSTRZYMANE;2100846;MAG-13@;2026-03-11;Reflektor lewy LED;28;28;150;10
545129047;ZAWIESZONE;2100846;MAG-13@;2026-03-11;Czujnik parkowania;23;23;150;10
60072915;WSTRZYMANE;6204326;WRO-PRIM-18;2026-03-11;Wal napedowy;19;19;104;20
388312652;ZAFAKTUROWANE;6204326;WRO-PRIM-18;2026-03-11;Swieca zarowa;22;22;104;20
453300810;PRZEKIEROWANE;9641967;SOS-25@;2026-03-11;Zderzak tylny;28;28;138;10
213510298;ZAFAKTUROWANE;9641967;SOS-25@;2026-03-11;Halogen przeciwmgielny;12;12;138;10
866277851;PRZEKIEROWANE;6474358;POZ-PRIM-54;2026-03-11;Guma stabilizatora;1;1;1;10
453001960;WSTRZYMANE;6474358;POZ-PRIM-54;2026-03-11;Pasek wieloklinowy;11;5;1;10
453001960;WSTRZYMANE;6474358;POZ-PRIM-54;2026-03-11;Pasek wieloklinowy;11;6;1;10
521463189;PRZEKIEROWANE;6474358;POZ-PRIM-54;2026-03-11;Akumulator AGM;20;20;1;10
671420971;PRZEKIEROWANE;9416323;POZ-62@;2026-03-11;Lacznik stabilizatora;16;16;1;10
74694276;PRZEKIEROWANE;9416323;POZ-62@;2026-03-11;Tlok silnika;7;7;1;10
76677861;ZAFAKTUROWANE;2912296;VCA-12@;2026-03-11;Blotnik lewy;22;16;126;10
76677861;ZAFAKTUROWANE;2912296;VCA-12@;2026-03-11;Blotnik lewy;22;6;126;10
545129047;PRZYDZIELONE;2912296;VCA-12@;2026-03-11;Czujnik parkowania;23;23;126;10
268237631;PRZEKIEROWANE;2299672;MAG-PRIM-39;2026-03-11;Pioro wycieraczki tyl;10;10;150;10
943530428;PRZYDZIELONE;5634690;ASO-PRIM-38;2026-03-11;Filtr paliwa;10;10;2;10
682570971;PRZEKIEROWANE;5634690;ASO-PRIM-38;2026-03-11;Filtr paliwa;21;3;2;10
682570971;PRZEKIEROWANE;5634690;ASO-PRIM-38;2026-03-11;Filtr paliwa;21;18;2;10
818160683;NIEZREALIZOWANE;5532945;WRO-PRIM-11;2026-03-11;Termostat;17;17;104;10
686589303;WSTRZYMANE;5532945;WRO-PRIM-11;2026-03-11;Kolektor wydechowy;4;2;104;10
686589303;WSTRZYMANE;5532945;WRO-PRIM-11;2026-03-11;Kolektor wydechowy;4;2;104;10
545108869;PRZEKIEROWANE;5532945;WRO-PRIM-11;2026-03-11;Blotnik lewy;4;4;104;10
409770584;WSTRZYMANE;5532945;WRO-PRIM-11;2026-03-11;Zderzak tylny;29;29;104;10
493313705;ZAFAKTUROWANE;1487489;ASO-PRIM-29;2026-03-11;Wlacznik swiatel;9;9;2;20
547109690;ZAWIESZONE;1487489;ASO-PRIM-29;2026-03-11;Modul zaplonowy;13;13;2;20
284612384;WYSLANE;1487489;ASO-PRIM-29;2026-03-11;Silniczek krokowy;14;14;2;20
