P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
957980516;NIEZREALIZOWANE;6759052;ASO-56@;2026-01-21;Przekaznik pompy;18;18;2;10
235819993;WYSLANE;2098795;WRO-95@;2026-01-21;Reflektor lewy LED;29;5;104;20
235819993;WYSLANE;2098795;WRO-95@;2026-01-21;Reflektor lewy LED;29;24;104;20
943530428;ZAFAKTUROWANE;2098795;WRO-95@;2026-01-21;Filtr paliwa;20;20;104;20
204245259;WSTRZYMANE;5616370;POZ-PRIM-76;2026-01-21;Wlacznik swiatel;20;20;1;10
481705135;PRZEKIEROWANE;5616370;POZ-PRIM-76;2026-01-21;Katalizator;23;23;1;10
93359856;ZAWIESZONE;7911791;WRO-PRIM-10;2026-01-21;Zderzak przedni;3;1;104;10
93359856;ZAWIESZONE;7911791;WRO-PRIM-10;2026-01-21;Zderzak przedni;3;2;104;10
241276931;NIEZREALIZOWANE;7911791;WRO-PRIM-10;2026-01-21;Pompa oleju;17;17;104;10
84621066;PRZYDZIELONE;5685484;PAR-92@;2026-01-21;Bezpiecznik glowny;27;27;11;10
286675249;NIEZREALIZOWANE;9658626;SOS-24@;2026-01-21;Lampa tylna lewa;27;27;138;10
673725057;PRZEKIEROWANE;1951051;MAG-87@;2026-01-21;Chlodnica wody;30;17;150;10
673725057;PRZEKIEROWANE;1951051;MAG-87@;2026-01-21;Chlodnica wody;30;13;150;10
239680711;NIEZREALIZOWANE;1951051;MAG-87@;2026-01-21;Katalizator;21;21;150;10
249967310;PRZYDZIELONE;1951051;MAG-87@;2026-01-21;Pioro wycieraczki przod;21;21;150;10
994688970;ZAFAKTUROWANE;1951051;MAG-87@;2026-01-21;Klamka zewnetrzna;26;26;150;10
947461608;PRZYDZIELONE;6672114;POZ-22@;2026-01-21;Swieca zarowa;20;20;1;10
401496939;ZAFAKTUROWANE;6672114;POZ-22@;2026-01-21;Fotel kierowcy;5;4;1;10
401496939;ZAFAKTUROWANE;6672114;POZ-22@;2026-01-21;Fotel kierowcy;5;1;1;10
298481886;PRZEKIEROWANE;6672114;POZ-22@;2026-01-21;Alternator;11;11;1;10
441427711;PRZEKIEROWANE;3094467;PAR-15@;2026-01-21;Rozrusznik;11;11;11;10
555752829;PRZYDZIELONE;3094467;PAR-15@;2026-01-21;Czujnik ABS;23;23;11;10
247093812;WSTRZYMANE;3453442;POZ-PRIM-59;2026-01-21;Zderzak przedni;29;29;1;10
492698426;ZAFAKTUROWANE;3453442;POZ-PRIM-59;2026-01-21;Filtr DPF;13;13;1;10
740749735;PRZEKIEROWANE;1562242;VCA-81@;2026-01-21;Sprzeglo dwumasowe;25;21;126;10
740749735;PRZEKIEROWANE;1562242;VCA-81@;2026-01-21;Sprzeglo dwumasowe;25;4;126;10
428863029;ZAFAKTUROWANE;1562242;VCA-81@;2026-01-21;Pompa hamulcowa;26;26;126;10
836053811;ZAFAKTUROWANE;1562242;VCA-81@;2026-01-21;Silniczek krokowy;5;5;126;10
262873730;NIEZREALIZOWANE;2537599;WRO-93@;2026-01-21;Chlodnica wody;9;9;104;10
643121853;PRZEKIEROWANE;2537599;WRO-93@;2026-01-21;Koncowka drazka kierowniczego;27;27;104;10
257119965;PRZYDZIELONE;2537599;WRO-93@;2026-01-21;Miska olejowa;9;9;104;10
401496939;WYSLANE;9749939;ASO-41MOT;2026-01-21;Fotel kierowcy;19;19;2;10
686589303;ZAWIESZONE;9749939;ASO-41MOT;2026-01-21;Kolektor wydechowy;3;3;2;10
284422919;PRZYDZIELONE;9749939;ASO-41MOT;2026-01-21;Katalizator;15;15;2;10
432321310;ZAWIESZONE;3993629;VCA-PRIM-85;2026-01-21;Szyba boczna;11;11;126;10
580461872;PRZYDZIELONE;3993629;VCA-PRIM-85;2026-01-21;Olej silnikowy 5W30;5;5;126;10
524646385;PRZEKIEROWANE;9116267;109-3528;2026-01-21;Blok silnika;19;19;2;20
58175865;WSTRZYMANE;9116267;109-3528;2026-01-21;Lusterko zewnetrzne prawe;5;5;2;20
708412051;ZAWIESZONE;9116267;109-3528;2026-01-21;Akumulator 12V;11;11;2;20
282821832;PRZEKIEROWANE;1330862;POZ-52@;2026-01-21;Czujnik polozenia walu;7;7;1;10
927547643;PRZYDZIELONE;1330862;POZ-52@;2026-01-21;Szyba boczna;30;8;1;10
927547643;PRZYDZIELONE;1330862;POZ-52@;2026-01-21;Szyba boczna;30;22;1;10
142078763;ZAFAKTUROWANE;7805884;PAR-85@;2026-01-21;Szyba czolowa;26;26;11;10
925223847;WSTRZYMANE;7805884;PAR-85@;2026-01-21;Kolektor ssacy;1;1;11;10
255565531;ZAFAKTUROWANE;7805884;PAR-85@;2026-01-21;Wahacz wzdluzny;2;2;11;10
453045110;WSTRZYMANE;9367127;PAR-IC-22;2026-01-21;Walek rozrzadu;28;28;11;20
213510298;PRZYDZIELONE;9367127;PAR-IC-22;2026-01-21;Halogen przeciwmgielny;10;9;11;20
213510298;PRZYDZIELONE;9367127;PAR-IC-22;2026-01-21;Halogen przeciwmgielny;10;1;11;20
424816516;PRZEKIEROWANE;9367127;PAR-IC-22;2026-01-21;Zbiorniczek wyrownawczy;15;15;11;20
994688970;ZAWIESZONE;9367127;PAR-IC-22;2026-01-21;Klamka zewnetrzna;21;21;11;20
502574736;PRZYDZIELONE;7401792;ASO-68@;2026-01-21;Silniczek krokowy;26;26;2;20
284422919;PRZEKIEROWANE;6453173;NT-8161;2026-01-21;Katalizator;10;10;11;20
406929288;NIEZREALIZOWANE;6453173;NT-8161;2026-01-21;Silnik kompletny;16;16;11;20
866277851;WYSLANE;4923630;SOS-211Y;2026-01-21;Guma stabilizatora;23;23;138;10
108459460;ZAWIESZONE;4923630;SOS-211Y;2026-01-21;Zacisk hamulcowy przod;19;19;138;10
114267751;ZAWIESZONE;4923630;SOS-211Y;2026-01-21;Pioro wycieraczki tyl;29;29;138;10
