P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
120127054;WYSLANE;4399375;PAR-23MOT;2026-01-10;Pompa hamulcowa;29;29;11;10
284612384;NIEZREALIZOWANE;2318598;WRO-PRIM-58;2026-01-10;Silniczek krokowy;16;16;104;10
432321310;ZAFAKTUROWANE;2318598;WRO-PRIM-58;2026-01-10;Szyba boczna;12;4;104;10
432321310;ZAFAKTUROWANE;2318598;WRO-PRIM-58;2026-01-10;Szyba boczna;12;8;104;10
580461872;PRZEKIEROWANE;8507625;POZ-47@;2026-01-10;Olej silnikowy 5W30;11;7;1;10
580461872;PRZEKIEROWANE;8507625;POZ-47@;2026-01-10;Olej silnikowy 5W30;11;4;1;10
213510298;PRZYDZIELONE;5932778;WRO-937Y;2026-01-10;Halogen przeciwmgielny;22;22;104;20
391745568;PRZEKIEROWANE;7683364;VCA-69@;2026-01-10;Chlodnica wody;21;21;126;10
6987991;ZAWIESZONE;7683364;VCA-69@;2026-01-10;Fotel kierowcy;29;29;126;10
911290105;ZAFAKTUROWANE;4060030;POZ-76@;2026-01-10;Amortyzator przod;25;25;1;20
521838280;ZAWIESZONE;4060030;POZ-76@;2026-01-10;Filtr kabinowy;8;8;1;20
994688970;PRZEKIEROWANE;4060030;POZ-76@;2026-01-10;Klamka zewnetrzna;8;8;1;20
178585192;ZAFAKTUROWANE;3973201;WRO-PRIM-50;2026-01-10;Tarcza hamulcowa;21;21;104;10
726610539;PRZEKIEROWANE;3973201;WRO-PRIM-50;2026-01-10;Podnosnik szyby;30;30;104;10
74326370;PRZEKIEROWANE;3973201;WRO-PRIM-50;2026-01-10;Fotel kierowcy;23;23;104;10
268237631;WYSLANE;3973201;WRO-PRIM-50;2026-01-10;Pioro wycieraczki tyl;16;16;104;10
749631470;PRZYDZIELONE;9695251;MAG-PRIM-11;2026-01-10;Beben hamulcowy;21;21;150;10
58175865;PRZEKIEROWANE;9695251;MAG-PRIM-11;2026-01-10;Lusterko zewnetrzne prawe;6;6;150;10
631701672;WYSLANE;7141140;POZ-PRIM-79;2026-01-10;Bezpiecznik glowny;30;19;1;10
631701672;WYSLANE;7141140;POZ-PRIM-79;2026-01-10;Bezpiecznik glowny;30;11;1;10
206478299;PRZYDZIELONE;7141140;POZ-PRIM-79;2026-01-10;Lampa tylna prawa;5;5;1;10
994688970;ZAWIESZONE;7141140;POZ-PRIM-79;2026-01-10;Klamka zewnetrzna;15;15;1;10
869129330;NIEZREALIZOWANE;7141140;POZ-PRIM-79;2026-01-10;Pioro wycieraczki tyl;2;2;1;10
710036086;ZAWIESZONE;5504975;ASO-79@;2026-01-10;Wal napedowy;11;10;2;10
710036086;ZAWIESZONE;5504975;ASO-79@;2026-01-10;Wal napedowy;11;1;2;10
380434119;NIEZREALIZOWANE;4855388;SOS-86@;2026-01-10;Beben hamulcowy;24;24;138;10
84621066;PRZEKIEROWANE;4855388;SOS-86@;2026-01-10;Bezpiecznik glowny;21;21;138;10
602774446;PRZYDZIELONE;4855388;SOS-86@;2026-01-10;Wlacznik swiatel;10;10;138;10
502574736;ZAFAKTUROWANE;9515022;VCA-PARTEX-98;2026-01-10;Silniczek krokowy;13;13;126;10
703781909;WSTRZYMANE;4288145;WRO-PRIM-94;2026-01-10;Modul zaplonowy;21;21;104;10
806258900;NIEZREALIZOWANE;4288145;WRO-PRIM-94;2026-01-10;Wahacz poprzeczny;16;16;104;10
747969430;NIEZREALIZOWANE;4288145;WRO-PRIM-94;2026-01-10;Szyba boczna;13;10;104;10
747969430;NIEZREALIZOWANE;4288145;WRO-PRIM-94;2026-01-10;Szyba boczna;13;3;104;10
6987991;ZAFAKTUROWANE;4288145;WRO-PRIM-94;2026-01-10;Fotel kierowcy;19;19;104;10
707587342;PRZEKIEROWANE;3582270;MAG-PRIM-50;2026-01-10;Plyn hamulcowy;17;17;150;10
701652483;WSTRZYMANE;4124541;SOS-PRIM-40;2026-01-10;Drzwi przednie prawe;13;13;138;10
428424718;ZAWIESZONE;8661071;WRO-789Y;2026-01-10;Lusterko zewnetrzne lewe;11;11;104;20
409770584;WSTRZYMANE;5214532;INT-ASO;2026-01-10;Zderzak tylny;8;8;2;10
230045022;NIEZREALIZOWANE;5214532;INT-ASO;2026-01-10;Przekaznik pompy;22;22;2;10
71079472;NIEZREALIZOWANE;5517306;MAG-PRIM-38;2026-01-10;Polos napedowa;6;6;150;10
865251839;ZAFAKTUROWANE;5517306;MAG-PRIM-38;2026-01-10;Chlodnica wody;24;11;150;10
865251839;ZAFAKTUROWANE;5517306;MAG-PRIM-38;2026-01-10;Chlodnica wody;24;13;150;10
