P.N.;Status;Order Number;Customer order number;Order date;PN Desc;Ordered quantity;Split quantity;ISPE;Ord. Type
924265163;PRZYDZIELONE;3787597;PAR-PRIM-72;2026-02-19;Glowica silnika;10;10;11;10
618712544;PRZYDZIELONE;3787597;PAR-PRIM-72;2026-02-19;Akumulator 12V;22;5;11;10
618712544;PRZYDZIELONE;3787597;PAR-PRIM-72;2026-02-19;Akumulator 12V;22;17;11;10
26865092;NIEZREALIZOWANE;3030349;MAG-62@;2026-02-19;Podnosnik szyby;4;4;150;10
677651645;PRZYDZIELONE;3030349;MAG-62@;2026-02-19;Miska olejowa;1;1;150;10
631701672;PRZYDZIELONE;3030349;MAG-62@;2026-02-19;Bezpiecznik glowny;18;18;150;10
365270635;PRZEKIEROWANE;7718495;ASO-25@;2026-02-19;Kolektor wydechowy;27;27;2;20
819805579;PRZEKIEROWANE;7718495;ASO-25@;2026-02-19;Pompa wspomagania;30;6;2;20
819805579;PRZEKIEROWANE;7718495;ASO-25@;2026-02-19;Pompa wspomagania;30;24;2;20
521838280;WSTRZYMANE;8880731;SOS-PRIM-33;2026-02-19;Filtr kabinowy;30;30;138;10
972197337;PRZEKIEROWANE;1155409;ASO-98@;2026-02-19;Walek rozrzadu;2;2;2;10
123008994;ZAWIESZONE;1155409;ASO-98@;2026-02-19;Reflektor lewy LED;5;5;2;10
850498739;ZAFAKTUROWANE;1155409;ASO-98@;2026-02-19;Reflektor lewy LED;3;3;2;10
710036086;ZAFAKTUROWANE;1155409;ASO-98@;2026-02-19;Wal napedowy;14;14;2;10
409770584;PRZEKIEROWANE;9920041;ASO-79@;2026-02-19;Zderzak tylny;10;10;2;10
26865092;PRZEKIEROWANE;9920041;ASO-79@;2026-02-19;Podnosnik szyby;2;2;2;10
950044367;WYSLANE;1784655;PAR-PRIM-46;2026-02-19;Wlacznik swiatel;7;7;11;20
114267751;ZAFAKTUROWANE;4141549;PAR-67@;2026-02-19;Pioro wycieraczki tyl;6;6;11;10
708412051;ZAFAKTUROWANE;4141549;PAR-67@;2026-02-19;Akumulator 12V;9;3;11;10
708412051;ZAFAKTUROWANE;4141549;PAR-67@;2026-02-19;Akumulator 12V;9;6;11;10
284612384;PRZYDZIELONE;4141549;PAR-67@;2026-02-19;Silniczek krokowy;28;28;11;10
84621066;WYSLANE;6560390;WRO-84@;2026-02-19;Bezpiecznik glowny;16;16;104;10
585136461;ZAFAKTUROWANE;6560390;WRO-84@;2026-02-19;Szczeki hamulcowe;8;2;104;10
585136461;ZAFAKTUROWANE;6560390;WRO-84@;2026-02-19;Szczeki hamulcowe;8;6;104;10
673725057;WYSLANE;6560390;WRO-84@;2026-02-19;Chlodnica wody;11;4;104;10
673725057;WYSLANE;6560390;WRO-84@;2026-02-19;Chlodnica wody;11;7;104;10
701652483;PRZEKIEROWANE;6560390;WRO-84@;2026-02-19;Drzwi przednie prawe;19;19;104;10
675006843;NIEZREALIZOWANE;9666895;VCA-97@;2026-02-19;Maska silnika;30;30;126;10
631701672;WSTRZYMANE;3915939;WRO-PRIM-41;2026-02-19;Bezpiecznik glowny;14;14;104;20
230045022;ZAWIESZONE;3915939;WRO-PRIM-41;2026-02-19;Przekaznik pompy;12;6;104;20
230045022;ZAWIESZONE;3915939;WRO-PRIM-41;2026-02-19;Przekaznik pompy;12;6;104;20
299095574;ZAFAKTUROWANE;3915939;WRO-PRIM-41;2026-02-19;Rozrusznik;4;4;104;20
819805579;NIEZREALIZOWANE;3915939;WRO-PRIM-41;2026-02-19;Pompa wspomagania;10;10;104;20
643121853;NIEZREALIZOWANE;5950433;MAG-90@;2026-02-19;Koncowka drazka kierowniczego;29;29;150;10
407953839;ZAWIESZONE;5950433;MAG-90@;2026-02-19;Przepustnica;22;22;150;10
282126655;WSTRZYMANE;5950433;MAG-90@;2026-02-19;Zamek drzwi;4;4;150;10
101291557;ZAWIESZONE;3828162;PAR-41@;2026-02-19;Przepustnica;23;23;11;10
224966459;PRZYDZIELONE;3828162;PAR-41@;2026-02-19;Lusterko zewnetrzne lewe;4;4;11;10
850498739;ZAFAKTUROWANE;5860840;SOS-78@;2026-02-19;Reflektor lewy LED;23;23;138;10
85685980;ZAWIESZONE;1240213;ASO-PRIM-18;2026-02-19;Plyn chlodniczy;11;5;2;10
85685980;ZAWIESZONE;1240213;ASO-PRIM-18;2026-02-19;Plyn chlodniczy;11;6;2;10
677651645;ZAFAKTUROWANE;1240213;ASO-PRIM-18;2026-02-19;Miska olejowa;5;5;2;10
28502780;WSTRZYMANE;1240213;ASO-PRIM-18;2026-02-19;Wiazka elektryczna;21;21;2;10
507860824;WYSLANE;1240213;ASO-PRIM-18;2026-02-19;Filtr oleju;13;13;2;10
818160683;NIEZREALIZOWANE;1907812;MAG-PRIM-73;2026-02-19;Termostat;8;8;150;10
882413818;PRZYDZIELONE;1907812;MAG-PRIM-73;2026-02-19;Walek rozrzadu;24;24;150;10
631701672;NIEZREALIZOWANE;6537308;VCA-696Y;2026-02-19;Bezpiecznik glowny;10;10;126;10
682570971;ZAFAKTUROWANE;6730823;POZ-PRIM-20;2026-02-19;Filtr paliwa;29;18;1;10
682570971;ZAFAKTUROWANE;6730823;POZ-PRIM-20;2026-02-19;Filtr paliwa;29;11;1;10
